timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,702.31,704.64,701.46,704.63,1885.308
2025-01-01 00:30:00+00:00,704.63,711.5,704.59,709.12,7339.663
2025-01-01 01:00:00+00:00,709.11,709.25,707.12,708.1,2221.411
2025-01-01 01:30:00+00:00,708.11,710.84,708.03,708.35,4909.661
2025-01-01 02:00:00+00:00,708.35,710.97,708.13,710.1,2950.483
2025-01-01 02:30:00+00:00,710.1,710.5,708.99,709.54,2721.889
2025-01-01 03:00:00+00:00,709.55,710.1,706.1,706.12,4507.653
2025-01-01 03:30:00+00:00,706.12,706.88,705.25,705.58,1304.043
2025-01-01 04:00:00+00:00,705.58,705.91,704.32,705.1,1431.972
2025-01-01 04:30:00+00:00,705.1,705.9,704.49,704.77,1103.688
2025-01-01 05:00:00+00:00,704.77,706.16,704.5,705.99,987.54
2025-01-01 05:30:00+00:00,706.0,706.13,704.66,705.58,1665.487
2025-01-01 06:00:00+00:00,705.57,706.6,704.84,706.4,1476.589
2025-01-01 06:30:00+00:00,706.41,706.6,704.8,706.59,1078.146
2025-01-01 07:00:00+00:00,706.6,706.6,704.2,704.24,1762.137
2025-01-01 07:30:00+00:00,704.24,704.67,703.49,703.75,2053.499
2025-01-01 08:00:00+00:00,703.75,704.48,702.12,702.93,1553.046
2025-01-01 08:30:00+00:00,702.93,704.2,702.5,703.06,4059.944
2025-01-01 09:00:00+00:00,703.06,704.89,700.57,701.79,4101.198
2025-01-01 09:30:00+00:00,701.8,703.8,700.3,703.73,2860.587
2025-01-01 10:00:00+00:00,703.74,705.5,702.48,705.36,3782.914
2025-01-01 10:30:00+00:00,705.36,708.59,705.3,707.23,4895.014
2025-01-01 11:00:00+00:00,707.22,708.86,706.41,708.75,3842.165
2025-01-01 11:30:00+00:00,708.76,709.31,707.27,707.57,2081.635
2025-01-01 12:00:00+00:00,707.57,708.26,706.5,706.9,2800.395
2025-01-01 12:30:00+00:00,706.91,707.67,705.97,706.29,1803.909
2025-01-01 13:00:00+00:00,706.29,709.5,706.11,709.43,5629.338
2025-01-01 13:30:00+00:00,709.43,710.4,708.57,710.22,4211.169
2025-01-01 14:00:00+00:00,710.22,710.5,706.99,707.26,5976.995
2025-01-01 14:30:00+00:00,707.27,708.72,705.95,708.02,3611.559
2025-01-01 15:00:00+00:00,708.02,708.84,706.93,707.11,2350.265
2025-01-01 15:30:00+00:00,707.11,708.57,706.39,708.11,4179.789
2025-01-01 16:00:00+00:00,708.11,708.48,704.98,705.5,5004.043
2025-01-01 16:30:00+00:00,705.51,705.7,704.28,704.99,1918.171
2025-01-01 17:00:00+00:00,704.99,705.57,703.21,705.3,3844.664
