timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,3337.78,3353.37,3335.84,3349.43,3468.8412
2025-01-01 00:30:00+00:00,3349.43,3365.71,3349.01,3363.7,5425.6032
2025-01-01 01:00:00+00:00,3363.69,3366.4,3351.11,3352.79,3194.7627
2025-01-01 01:30:00+00:00,3352.8,3358.28,3342.67,3346.54,2943.3749
2025-01-01 02:00:00+00:00,3346.54,3354.57,3346.35,3349.94,2427.4568
2025-01-01 02:30:00+00:00,3349.94,3368.42,3349.93,3362.61,6348.3532
2025-01-01 03:00:00+00:00,3362.61,3363.72,3351.64,3354.51,2400.9077
2025-01-01 03:30:00+00:00,3354.51,3357.15,3351.0,3355.2,1624.5569
2025-01-01 04:00:00+00:00,3355.2,3356.61,3346.03,3348.21,2310.6164
2025-01-01 04:30:00+00:00,3348.21,3350.36,3339.45,3341.14,2316.0342
2025-01-01 05:00:00+00:00,3341.14,3351.18,3340.02,3350.01,1479.0803
2025-01-01 05:30:00+00:00,3350.01,3351.57,3344.32,3345.41,1767.9818
2025-01-01 06:00:00+00:00,3345.41,3348.0,3339.01,3344.0,2045.602
2025-01-01 06:30:00+00:00,3344.0,3346.61,3336.88,3346.6,4279.5471
2025-01-01 07:00:00+00:00,3346.61,3346.61,3339.35,3341.59,3904.9375
2025-01-01 07:30:00+00:00,3341.58,3350.49,3341.03,3347.12,1964.4836
2025-01-01 08:00:00+00:00,3347.11,3348.84,3331.56,3337.85,3319.339
2025-01-01 08:30:00+00:00,3337.85,3342.66,3333.3,3337.01,5150.6361
2025-01-01 09:00:00+00:00,3337.0,3341.0,3313.88,3322.34,15263.6222
2025-01-01 09:30:00+00:00,3322.38,3335.0,3319.6,3334.64,3459.0702
2025-01-01 10:00:00+00:00,3334.83,3338.82,3328.55,3332.96,3725.4846
2025-01-01 10:30:00+00:00,3332.96,3337.29,3325.7,3326.69,1969.4656
2025-01-01 11:00:00+00:00,3326.69,3335.6,3323.71,3335.6,3349.8305
2025-01-01 11:30:00+00:00,3335.6,3348.35,3334.41,3341.0,3382.7522
2025-01-01 12:00:00+00:00,3341.01,3351.54,3338.58,3350.75,3024.7265
2025-01-01 12:30:00+00:00,3350.74,3352.31,3344.32,3347.46,2842.1688
2025-01-01 13:00:00+00:00,3347.46,3353.5,3332.51,3336.29,3963.3467
2025-01-01 13:30:00+00:00,3336.28,3343.77,3334.63,3343.37,2668.885
2025-01-01 14:00:00+00:00,3343.37,3359.37,3337.28,3337.58,5466.6804
2025-01-01 14:30:00+00:00,3337.47,3349.74,3328.2,3345.86,5262.3008
2025-01-01 15:00:00+00:00,3345.86,3351.0,3333.42,3338.8,3621.4539
2025-01-01 15:30:00+00:00,3338.8,3355.91,3337.5,3352.93,4050.1781
2025-01-01 16:00:00+00:00,3352.93,3357.19,3343.36,3345.07,5298.2453
2025-01-01 16:30:00+00:00,3345.07,3346.27,3332.26,3338.68,4599.5417
2025-01-01 17:00:00+00:00,3338.68,3340.0,3323.03,3334.01,3705.7051
2025-01-01 17:30:00+00:00,3334.01,3344.81,3332.26,3343.7,2539.9168
2025-01-01 18:00:00+00:00,3343.71,3345.0,3333.26,3338.82,2906.1906
2025-01-01 18:30:00+00:00,3338.81,3352.0,3338.52,3348.57,4665.7341
2025-01-01 19:00:00+00:00,3348.57,3354.38,3343.15,3345.0,4179.2298
2025-01-01 19:30:00+00:00,3345.0,3364.14,3337.92,3356.55,8070.2961
2025-01-01 20:00:00+00:00,3356.56,3362.07,3352.0,3354.25,5474.5487
2025-01-01 20:30:00+00:00,3354.26,3362.6,3352.08,3360.4,3573.9194
2025-01-01 21:00:00+00:00,3360.41,3371.39,3353.76,3367.82,5094.4262
2025-01-01 21:30:00+00:00,3367.81,3369.22,3359.64,3368.39,3188.8191
2025-01-01 22:00:00+00:00,3368.39,3374.85,3359.0,3368.78,5277.3747
2025-01-01 22:30:00+00:00,3368.77,3369.33,3359.3,3361.63,7117.7488
2025-01-01 23:00:00+00:00,3361.63,3366.79,3354.53,3356.5,3557.0073
2025-01-01 23:30:00+00:00,3356.5,3361.99,3352.66,3360.38,2567.8023
2025-01-02 00:00:00+00:00,3360.39,3394.98,3354.5,3385.04,11257.1741
2025-01-02 00:30:00+00:00,3385.03,3400.0,3376.04,3389.92,14096.2754
2025-01-02 01:00:00+00:00,3389.91,3405.6,3389.75,3392.57,7732.8665
2025-01-02 01:30:00+00:00,3392.57,3392.62,3377.72,3383.92,4309.5888
