timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,2.0836,2.1019,2.0811,2.0979,3052791.0
2025-01-01 00:30:00+00:00,2.0978,2.1125,2.0967,2.1106,5218553.0
2025-01-01 01:00:00+00:00,2.1106,2.1112,2.0965,2.0997,2251153.0
2025-01-01 01:30:00+00:00,2.0997,2.1073,2.0929,2.0943,2050104.0
2025-01-01 02:00:00+00:00,2.0944,2.103,2.0929,2.0977,1315886.0
2025-01-01 02:30:00+00:00,2.0978,2.106,2.0975,2.1058,2364233.0
2025-01-01 03:00:00+00:00,2.1057,2.1066,2.1003,2.1016,917884.0
2025-01-01 03:30:00+00:00,2.1015,2.1087,2.101,2.1069,870508.0
2025-01-01 04:00:00+00:00,2.1069,2.11,2.1003,2.1082,1533935.0
2025-01-01 04:30:00+00:00,2.1083,2.1131,2.1015,2.1027,1356543.0
2025-01-01 05:00:00+00:00,2.1028,2.1298,2.0999,2.1283,4687652.0
2025-01-01 05:30:00+00:00,2.1283,2.1494,2.1281,2.1358,6156595.0
2025-01-01 06:00:00+00:00,2.1358,2.1474,2.1303,2.1442,3931898.0
2025-01-01 06:30:00+00:00,2.1442,2.1454,2.1328,2.1439,2966724.0
2025-01-01 07:00:00+00:00,2.144,2.144,2.1291,2.1387,2756850.0
2025-01-01 07:30:00+00:00,2.1386,2.1409,2.1244,2.1246,1933451.0
2025-01-01 08:00:00+00:00,2.1246,2.135,2.1181,2.1206,2962390.0
2025-01-01 08:30:00+00:00,2.1206,2.1235,2.1081,2.1103,3430050.0
2025-01-01 09:00:00+00:00,2.1103,2.1164,2.0901,2.0966,6126723.0
2025-01-01 09:30:00+00:00,2.0968,2.1064,2.091,2.1052,3313098.0
2025-01-01 10:00:00+00:00,2.1053,2.114,2.1053,2.1099,2849027.0
2025-01-01 10:30:00+00:00,2.11,2.1184,2.1076,2.109,2253638.0
2025-01-01 11:00:00+00:00,2.109,2.1354,2.1021,2.1312,4549269.0
2025-01-01 11:30:00+00:00,2.1311,2.1439,2.1235,2.1357,4326388.0
2025-01-01 12:00:00+00:00,2.1358,2.1699,2.1312,2.1604,9347595.0
2025-01-01 12:30:00+00:00,2.1605,2.1737,2.1529,2.1679,6164362.0
2025-01-01 13:00:00+00:00,2.1679,2.185,2.1657,2.17,9247465.0
2025-01-01 13:30:00+00:00,2.1699,2.1728,2.1587,2.1653,5638602.0
2025-01-01 14:00:00+00:00,2.1653,2.1855,2.1643,2.1712,7748364.0
2025-01-01 14:30:00+00:00,2.1712,2.1792,2.1605,2.174,4542308.0
2025-01-01 15:00:00+00:00,2.174,2.1821,2.1626,2.1799,3380489.0
2025-01-01 15:30:00+00:00,2.1798,2.234,2.174,2.2283,19326676.0
2025-01-01 16:00:00+00:00,2.2283,2.2842,2.2219,2.2835,24720791.0
2025-01-01 16:30:00+00:00,2.2836,2.284,2.2529,2.2635,14352973.0
2025-01-01 17:00:00+00:00,2.2635,2.2659,2.2114,2.2308,19751777.0
2025-01-01 17:30:00+00:00,2.2308,2.263,2.2308,2.2596,8305196.0
2025-01-01 18:00:00+00:00,2.2596,2.2798,2.2482,2.2754,8165320.0
2025-01-01 18:30:00+00:00,2.2755,2.3333,2.2734,2.322,23839162.0
2025-01-01 19:00:00+00:00,2.3219,2.342,2.3017,2.3019,17468817.0
2025-01-01 19:30:00+00:00,2.3019,2.3317,2.2884,2.3172,17462383.0
2025-01-01 20:00:00+00:00,2.3172,2.3196,2.3016,2.3108,6588910.0
2025-01-01 20:30:00+00:00,2.3109,2.3146,2.2957,2.3068,6856861.0
2025-01-01 21:00:00+00:00,2.3067,2.3234,2.2867,2.3136,14148548.0
2025-01-01 21:30:00+00:00,2.3136,2.33,2.3067,2.3207,7405185.0
2025-01-01 22:00:00+00:00,2.3205,2.3226,2.2982,2.3119,5728724.0
2025-01-01 22:30:00+00:00,2.312,2.3545,2.3102,2.3493,12050724.0
2025-01-01 23:00:00+00:00,2.3494,2.3521,2.3233,2.3354,9418978.0
2025-01-01 23:30:00+00:00,2.3354,2.3354,2.314,2.3328,5934721.0
2025-01-02 00:00:00+00:00,2.3329,2.4522,2.3297,2.4438,40545234.0
2025-01-02 00:30:00+00:00,2.4437,2.4455,2.3837,2.3887,27215457.0
2025-01-02 01:00:00+00:00,2.3887,2.4119,2.3792,2.4004,13136073.0
2025-01-02 01:30:00+00:00,2.4004,2.4045,2.3707,2.4008,12330549.0
2025-01-02 02:00:00+00:00,2.4007,2.4164,2.3868,2.4058,9862398.0
2025-01-02 02:30:00+00:00,2.4058,2.4138,2.3887,2.4054,7726037.0
2025-01-02 03:00:00+00:00,2.4053,2.4192,2.4001,2.4125,6453812.0
2025-01-02 03:30:00+00:00,2.4124,2.4299,2.412,2.4249,8023935.0
2025-01-02 04:00:00+00:00,2.4249,2.4258,2.405,2.4132,6550869.0
2025-01-02 04:30:00+00:00,2.4133,2.4282,2.399,2.4001,7575743.0
2025-01-02 05:00:00+00:00,2.4001,2.4019,2.3816,2.3939,6949440.0
2025-01-02 05:30:00+00:00,2.3939,2.3984,2.3658,2.3725,7716373.0
2025-01-02 06:00:00+00:00,2.3725,2.383,2.3469,2.3479,15776443.0
2025-01-02 06:30:00+00:00,2.3479,2.3633,2.3434,2.3545,6792483.0
2025-01-02 07:00:00+00:00,2.3546,2.3661,2.348,2.3508,5656820.0
2025-01-02 07:30:00+00:00,2.3509,2.3742,2.35,2.3672,7641617.0
2025-01-02 08:00:00+00:00,2.3673,2.3843,2.3672,2.3825,5872831.0
2025-01-02 08:30:00+00:00,2.3825,2.3837,2.3749,2.3788,4172616.0
2025-01-02 09:00:00+00:00,2.3788,2.4032,2.377,2.4008,7528195.0
2025-01-02 09:30:00+00:00,2.4008,2.4101,2.3975,2.4005,5616430.0
2025-01-02 10:00:00+00:00,2.4005,2.403,2.3825,2.3882,7500882.0
2025-01-02 10:30:00+00:00,2.3881,2.4056,2.3881,2.3952,5163665.0
2025-01-02 11:00:00+00:00,2.3952,2.404,2.3874,2.4001,3819471.0
2025-01-02 11:30:00+00:00,2.4001,2.4168,2.3951,2.4035,6047710.0
2025-01-02 12:00:00+00:00,2.4035,2.4108,2.3982,2.4072,3187631.0
2025-01-02 12:30:00+00:00,2.4071,2.422,2.4018,2.4071,4648767.0
2025-01-02 13:00:00+00:00,2.4072,2.4143,2.3936,2.4036,4626783.0
2025-01-02 13:30:00+00:00,2.4037,2.4062,2.3857,2.3911,4849046.0
2025-01-02 14:00:00+00:00,2.391,2.3933,2.3641,2.389,9462005.0
2025-01-02 14:30:00+00:00,2.389,2.4224,2.3865,2.4076,12650728.0
2025-01-02 15:00:00+00:00,2.4075,2.4086,2.3786,2.3904,6515791.0
2025-01-02 15:30:00+00:00,2.3904,2.4093,2.3804,2.4042,5568069.0
2025-01-02 16:00:00+00:00,2.4043,2.4139,2.3943,2.4098,5494255.0
2025-01-02 16:30:00+00:00,2.4097,2.422,2.4012,2.4189,5671929.0
2025-01-02 17:00:00+00:00,2.419,2.438,2.4152,2.4271,7338441.0
2025-01-02 17:30:00+00:00,2.427,2.4275,2.3756,2.396,13612798.0
2025-01-02 18:00:00+00:00,2.3959,2.4142,2.3856,2.4034,4369709.0
2025-01-02 18:30:00+00:00,2.4034,2.4086,2.3949,2.4072,2582609.0
2025-01-02 19:00:00+00:00,2.4071,2.415,2.3972,2.4057,3702194.0
2025-01-02 19:30:00+00:00,2.4056,2.4056,2.3877,2.3878,3533315.0
2025-01-02 20:00:00+00:00,2.3879,2.3975,2.3866,2.3867,2244625.0
2025-01-02 20:30:00+00:00,2.3868,2.3871,2.3662,2.3841,7554408.0
2025-01-02 21:00:00+00:00,2.3841,2.388,2.3728,2.3818,2708599.0
2025-01-02 21:30:00+00:00,2.3818,2.3875,2.3744,2.3865,2327118.0
2025-01-02 22:00:00+00:00,2.3865,2.3991,2.3848,2.3945,4110915.0
2025-01-02 22:30:00+00:00,2.3945,2.4113,2.3945,2.4056,3341412.0
2025-01-02 23:00:00+00:00,2.4056,2.4102,2.3984,2.4024,2935396.0
2025-01-02 23:30:00+00:00,2.4025,2.4147,2.4002,2.4024,2484755.0
2025-01-03 00:00:00+00:00,2.4024,2.4184,2.3979,2.4129,3583206.0
2025-01-03 00:30:00+00:00,2.4129,2.4198,2.4069,2.4112,3626438.0
2025-01-03 01:00:00+00:00,2.4112,2.427,2.3966,2.4215,5768425.0
2025-01-03 01:30:00+00:00,2.4214,2.4371,2.4147,2.4231,5942496.0
2025-01-03 02:00:00+00:00,2.4232,2.461,2.4176,2.4598,8647963.0
2025-01-03 02:30:00+00:00,2.4597,2.4648,2.4396,2.4475,8415060.0
2025-01-03 03:00:00+00:00,2.4475,2.4589,2.4372,2.4574,4931539.0
2025-01-03 03:30:00+00:00,2.4575,2.4743,2.4442,2.468,6874111.0
2025-01-03 04:00:00+00:00,2.4681,2.4681,2.4454,2.4498,5206582.0
2025-01-03 04:30:00+00:00,2.4498,2.4593,2.437,2.4428,5296935.0
2025-01-03 05:00:00+00:00,2.4428,2.4454,2.4239,2.4291,3701553.0
2025-01-03 05:30:00+00:00,2.429,2.4383,2.4207,2.4301,4091269.0
2025-01-03 06:00:00+00:00,2.4302,2.452,2.4301,2.4444,3974489.0
2025-01-03 06:30:00+00:00,2.4444,2.4535,2.4352,2.4444,3523069.0
2025-01-03 07:00:00+00:00,2.4443,2.446,2.4076,2.4136,8149738.0
