,timestamp,open,high,low,close,volume
0,2024-01-01 00:00:00,42283.58000000,42488.09000000,42261.02000000,42488.00000000,431.71082000
1,2024-01-01 00:15:00,42488.00000000,42554.57000000,42412.02000000,42419.73000000,392.24889000
2,2024-01-01 00:30:00,42419.73000000,42447.82000000,42354.19000000,42441.32000000,319.90644000
3,2024-01-01 00:45:00,42441.32000000,42490.74000000,42422.45000000,42475.23000000,127.81493000
4,2024-01-01 01:00:00,42475.23000000,42475.23000000,42431.65000000,42466.33000000,188.76099000
5,2024-01-01 01:15:00,42466.32000000,42513.17000000,42466.32000000,42493.16000000,152.48691000
6,2024-01-01 01:30:00,42493.16000000,42775.00000000,42493.16000000,42697.50000000,642.57307000
7,2024-01-01 01:45:00,42697.50000000,42720.00000000,42613.56000000,42613.56000000,212.55759000
8,2024-01-01 02:00:00,42613.57000000,42638.41000000,42541.10000000,42556.63000000,217.29821000
9,2024-01-01 02:15:00,42556.64000000,42571.68000000,42531.10000000,42546.01000000,139.29978000
10,2024-01-01 02:30:00,42546.00000000,42606.25000000,42533.00000000,42535.75000000,193.14053000
11,2024-01-01 02:45:00,42535.74000000,42590.00000000,42500.00000000,42581.10000000,135.48128000
12,2024-01-01 03:00:00,42581.09000000,42586.64000000,42501.67000000,42508.24000000,169.14866000
13,2024-01-01 03:15:00,42508.24000000,42508.24000000,42419.39000000,42429.47000000,175.84382000
14,2024-01-01 03:30:00,42429.47000000,42459.02000000,42230.08000000,42302.19000000,199.04695000
15,2024-01-01 03:45:00,42302.19000000,42358.84000000,42243.99000000,42330.49000000,250.76448000
16,2024-01-01 04:00:00,42330.50000000,42377.43000000,42273.26000000,42287.50000000,157.71914000
17,2024-01-01 04:15:00,42287.50000000,42315.00000000,42209.46000000,42307.39000000,261.25449000
18,2024-01-01 04:30:00,42307.40000000,42345.08000000,42283.86000000,42310.98000000,153.21792000
19,2024-01-01 04:45:00,42310.99000000,42399.99000000,42304.00000000,42399.99000000,143.22605000
20,2024-01-01 05:00:00,42399.98000000,42406.00000000,42315.00000000,42352.00000000,189.17581000
21,2024-01-01 05:15:00,42352.00000000,42361.10000000,42297.90000000,42297.91000000,182.56287000
22,2024-01-01 05:30:00,42297.91000000,42321.13000000,42278.00000000,42300.02000000,171.82087000
23,2024-01-01 05:45:00,42300.01000000,42300.02000000,42180.77000000,42234.01000000,192.97197000
24,2024-01-01 06:00:00,42234.01000000,42301.98000000,42208.68000000,42276.01000000,191.20854000
25,2024-01-01 06:15:00,42276.00000000,42344.76000000,42270.22000000,42321.10000000,117.64850000
26,2024-01-01 06:30:00,42321.10000000,42385.57000000,42309.15000000,42377.62000000,156.48093000
27,2024-01-01 06:45:00,42377.61000000,42424.82000000,42372.52000000,42396.69000000,136.03453000
28,2024-01-01 07:00:00,42396.69000000,42481.10000000,42396.68000000,42454.01000000,243.30938000
29,2024-01-01 07:15:00,42454.01000000,42500.00000000,42434.87000000,42487.70000000,164.73232000
30,2024-01-01 07:30:00,42487.70000000,42500.00000000,42446.71000000,42446.72000000,130.65424000
31,2024-01-01 07:45:00,42446.71000000,42492.47000000,42432.56000000,42492.46000000,114.98124000
32,2024-01-01 08:00:00,42492.46000000,42529.91000000,42452.58000000,42514.28000000,137.17234000
33,2024-01-01 08:15:00,42514.28000000,42537.53000000,42477.60000000,42482.00000000,93.47006000
34,2024-01-01 08:30:00,42482.00000000,42504.79000000,42461.10000000,42492.91000000,89.52769000
35,2024-01-01 08:45:00,42492.91000000,42556.50000000,42489.95000000,42549.99000000,107.02356000
36,2024-01-01 09:00:00,42550.00000000,42577.88000000,42537.18000000,42574.24000000,151.36603000
37,2024-01-01 09:15:00,42574.24000000,42658.44000000,42574.20000000,42588.01000000,230.05566000
38,2024-01-01 09:30:00,42588.01000000,42699.32000000,42588.00000000,42639.02000000,338.11462000
39,2024-01-01 09:45:00,42639.02000000,42690.00000000,42620.54000000,42649.69000000,160.08860000
40,2024-01-01 10:00:00,42649.69000000,42692.23000000,42645.69000000,42663.27000000,163.41156000
41,2024-01-01 10:15:00,42663.27000000,42708.93000000,42628.00000000,42666.42000000,245.29511000
42,2024-01-01 10:30:00,42666.41000000,42717.14000000,42666.41000000,42712.00000000,227.67694000
43,2024-01-01 10:45:00,42711.99000000,42749.36000000,42691.10000000,42691.10000000,220.43490000
44,2024-01-01 11:00:00,42691.10000000,42762.39000000,42688.38000000,42695.16000000,277.09529000
45,2024-01-01 11:15:00,42695.16000000,42720.00000000,42653.33000000,42681.10000000,188.48554000
46,2024-01-01 11:30:00,42681.11000000,42685.34000000,42605.21000000,42607.81000000,183.90283000
47,2024-01-01 11:45:00,42607.81000000,42699.99000000,42607.81000000,42690.20000000,135.68201000
48,2024-01-01 12:00:00,42690.21000000,42739.22000000,42611.45000000,42626.53000000,163.82330000
49,2024-01-01 12:15:00,42626.52000000,42704.28000000,42626.52000000,42684.15000000,132.72239000
50,2024-01-01 12:30:00,42684.16000000,42780.00000000,42671.01000000,42755.76000000,259.49534000
51,2024-01-01 12:45:00,42755.77000000,42755.77000000,42643.68000000,42648.38000000,229.48748000
52,2024-01-01 13:00:00,42648.37000000,42700.08000000,42612.76000000,42700.08000000,139.84328000
53,2024-01-01 13:15:00,42700.07000000,42733.81000000,42700.00000000,42717.27000000,134.09815000
54,2024-01-01 13:30:00,42717.28000000,42740.76000000,42670.00000000,42740.76000000,114.59877000
55,2024-01-01 13:45:00,42740.75000000,42748.00000000,42704.80000000,42715.54000000,108.66220000
56,2024-01-01 14:00:00,42715.54000000,42715.55000000,42594.94000000,42646.99000000,191.85635000
57,2024-01-01 14:15:00,42646.99000000,42662.31000000,42580.00000000,42621.09000000,171.67383000
58,2024-01-01 14:30:00,42621.10000000,42661.89000000,42596.91000000,42646.56000000,139.91173000
59,2024-01-01 14:45:00,42646.56000000,42657.92000000,42586.50000000,42612.24000000,207.56961000
60,2024-01-01 15:00:00,42612.24000000,42650.00000000,42586.51000000,42649.99000000,155.56234000
61,2024-01-01 15:15:00,42650.00000000,42733.28000000,42635.79000000,42683.20000000,134.69730000
62,2024-01-01 15:30:00,42683.21000000,42847.07000000,42601.10000000,42845.96000000,323.32251000
63,2024-01-01 15:45:00,42845.95000000,42846.76000000,42741.20000000,42783.05000000,329.11948000
64,2024-01-01 16:00:00,42783.05000000,42847.30000000,42761.68000000,42839.74000000,292.26266000
65,2024-01-01 16:15:00,42839.74000000,42856.00000000,42664.42000000,42723.04000000,315.66972000
66,2024-01-01 16:30:00,42723.03000000,42782.60000000,42703.39000000,42775.59000000,174.37847000
67,2024-01-01 16:45:00,42775.60000000,42779.20000000,42711.56000000,42725.15000000,136.39971000
68,2024-01-01 17:00:00,42725.15000000,42781.09000000,42723.47000000,42777.53000000,206.73262000
69,2024-01-01 17:15:00,42777.53000000,42778.39000000,42718.72000000,42731.11000000,167.99824000
70,2024-01-01 17:30:00,42731.12000000,42742.44000000,42704.42000000,42731.04000000,132.05331000
71,2024-01-01 17:45:00,42731.04000000,42824.90000000,42731.03000000,42812.70000000,170.55261000
72,2024-01-01 18:00:00,42812.71000000,43128.00000000,42812.70000000,43104.16000000,880.35120000
73,2024-01-01 18:15:00,43104.15000000,43208.86000000,43034.00000000,43063.05000000,570.82722000
74,2024-01-01 18:30:00,43063.06000000,43161.10000000,43018.86000000,43152.11000000,359.86481000
75,2024-01-01 18:45:00,43152.12000000,43178.65000000,43073.93000000,43111.10000000,332.26574000
76,2024-01-01 19:00:00,43111.10000000,43189.22000000,43103.64000000,43179.70000000,226.44322000
77,2024-01-01 19:15:00,43179.69000000,43316.88000000,43146.88000000,43262.01000000,474.70725000
78,2024-01-01 19:30:00,43262.01000000,43409.30000000,43234.16000000,43395.09000000,551.50544000
79,2024-01-01 19:45:00,43395.08000000,43550.00000000,43395.08000000,43517.99000000,694.95942000
80,2024-01-01 20:00:00,43517.98000000,43757.13000000,43510.71000000,43643.98000000,1171.92702000
81,2024-01-01 20:15:00,43643.99000000,43717.76000000,43559.94000000,43699.56000000,588.84217000
82,2024-01-01 20:30:00,43699.56000000,43800.00000000,43636.39000000,43800.00000000,530.61168000
83,2024-01-01 20:45:00,43799.99000000,43829.99000000,43648.04000000,43687.86000000,613.69208000
84,2024-01-01 21:00:00,43687.85000000,43770.72000000,43687.85000000,43724.56000000,438.07214000
85,2024-01-01 21:15:00,43724.56000000,43792.59000000,43632.00000000,43656.15000000,362.88262000
86,2024-01-01 21:30:00,43656.14000000,43656.15000000,43480.76000000,43483.76000000,467.40274000
87,2024-01-01 21:45:00,43483.77000000,43622.18000000,43483.76000000,43619.21000000,273.23376000
88,2024-01-01 22:00:00,43619.22000000,43661.10000000,43515.58000000,43518.99000000,281.61532000
89,2024-01-01 22:15:00,43519.00000000,43539.86000000,43361.60000000,43471.10000000,420.98564000
90,2024-01-01 22:30:00,43471.11000000,43531.49000000,43439.17000000,43447.06000000,160.70295000
91,2024-01-01 22:45:00,43447.06000000,43529.94000000,43447.05000000,43529.93000000,161.05981000
92,2024-01-01 23:00:00,43529.94000000,43705.88000000,43529.93000000,43673.87000000,628.20007000
93,2024-01-01 23:15:00,43673.86000000,44000.00000000,43630.00000000,43989.99000000,1134.26215000
94,2024-01-01 23:30:00,43989.99000000,44100.03000000,43929.75000000,44084.87000000,933.08395000
95,2024-01-01 23:45:00,44084.86000000,44184.10000000,44045.00000000,44179.55000000,780.42434000
96,2024-01-02 00:00:00,44179.55000000,44650.00000000,44148.34000000,44630.09000000,2154.59235000
97,2024-01-02 00:15:00,44630.10000000,44844.00000000,44450.00000000,44609.79000000,1997.62342000
98,2024-01-02 00:30:00,44609.78000000,44768.29000000,44553.92000000,44732.01000000,1002.64655000
99,2024-01-02 00:45:00,44732.01000000,45200.00000000,44677.43000000,45056.00000000,1831.39735000
100,2024-01-02 01:00:00,45056.00000000,45372.79000000,44841.22000000,44841.22000000,2164.10983000
101,2024-01-02 01:15:00,44841.22000000,45060.00000000,44832.01000000,44930.24000000,914.79727000
102,2024-01-02 01:30:00,44930.24000000,45010.00000000,44799.55000000,44806.64000000,652.02581000
103,2024-01-02 01:45:00,44806.64000000,44908.04000000,44686.00000000,44855.96000000,666.93085000
104,2024-01-02 02:00:00,44855.96000000,44994.10000000,44855.95000000,44980.37000000,563.72114000
105,2024-01-02 02:15:00,44980.38000000,45100.00000000,44895.07000000,45099.99000000,815.65968000
106,2024-01-02 02:30:00,45099.99000000,45350.00000000,45073.90000000,45294.75000000,962.04592000
107,2024-01-02 02:45:00,45294.75000000,45381.42000000,45166.35000000,45378.96000000,674.61561000
108,2024-01-02 03:00:00,45378.96000000,45469.43000000,45131.10000000,45250.45000000,742.39427000
109,2024-01-02 03:15:00,45250.45000000,45365.59000000,45192.37000000,45316.71000000,610.38250000
110,2024-01-02 03:30:00,45316.70000000,45500.00000000,45312.10000000,45418.03000000,613.83261000
111,2024-01-02 03:45:00,45418.03000000,45456.86000000,45336.65000000,45402.38000000,726.51143000
112,2024-01-02 04:00:00,45402.38000000,45468.99000000,45240.38000000,45390.00000000,766.28725000
113,2024-01-02 04:15:00,45389.99000000,45400.00000000,45278.96000000,45362.27000000,410.71835000
114,2024-01-02 04:30:00,45362.27000000,45362.28000000,45176.67000000,45224.91000000,618.75186000
115,2024-01-02 04:45:00,45224.90000000,45240.52000000,45170.00000000,45179.80000000,472.51826000
116,2024-01-02 05:00:00,45179.80000000,45324.72000000,45121.96000000,45314.00000000,502.96296000
117,2024-01-02 05:15:00,45314.01000000,45324.72000000,45231.10000000,45261.08000000,447.55841000
118,2024-01-02 05:30:00,45261.08000000,45291.59000000,45221.79000000,45249.21000000,272.09113000
119,2024-01-02 05:45:00,45249.21000000,45318.44000000,45133.17000000,45179.48000000,394.67170000
120,2024-01-02 06:00:00,45179.48000000,45240.03000000,45130.00000000,45240.02000000,351.09122000
121,2024-01-02 06:15:00,45240.03000000,45283.44000000,45195.99000000,45250.20000000,245.47410000
122,2024-01-02 06:30:00,45250.20000000,45300.00000000,45204.27000000,45295.00000000,295.08158000
123,2024-01-02 06:45:00,45295.00000000,45308.15000000,45168.74000000,45168.75000000,498.69142000
124,2024-01-02 07:00:00,45168.75000000,45397.25000000,45168.74000000,45339.30000000,564.10005000
125,2024-01-02 07:15:00,45339.30000000,45643.75000000,45295.65000000,45461.10000000,1025.65400000
126,2024-01-02 07:30:00,45461.10000000,45526.42000000,45278.90000000,45526.42000000,781.41297000
127,2024-01-02 07:45:00,45526.41000000,45528.00000000,45434.11000000,45455.53000000,741.35776000
128,2024-01-02 08:00:00,45455.52000000,45666.67000000,45326.60000000,45646.38000000,588.45280000
129,2024-01-02 08:15:00,45646.37000000,45849.84000000,45595.84000000,45748.52000000,1258.94157000
