,economy,time,AG.LND.TOTL.K2,EN.ATM.GHGT.KT.CE,IS.RRS.GOOD.MT.K6,IS.RRS.PASG.KM,IS.RRS.TOTL.KM,NY.GDP.MKTP.KD
0,ABW,YR2000,180.0,,,,,2735726894.36234
1,ABW,YR2001,180.0,,,,,2850135065.34526
2,ABW,YR2002,180.0,,,,,2823202580.63466
3,ABW,YR2003,180.0,,,,,2854554386.72823
4,ABW,YR2004,180.0,,,,,3062757846.13129
5,ABW,YR2005,180.0,,,,,3051023207.85273
6,ABW,YR2006,180.0,,,,,3085420813.52388
7,ABW,YR2007,180.0,,,,,3180746244.1035
8,ABW,YR2008,180.0,,,,,3239136973.90597
9,ABW,YR2009,180.0,,,,,2860878914.12265
10,ABW,YR2010,180.0,,,,,2782678056.16304
11,ABW,YR2011,180.0,,,,,2876433106.04638
12,ABW,YR2012,180.0,,,,,2846495186.38325
13,ABW,YR2013,180.0,,,,,3029567006.90354
14,ABW,YR2014,180.0,,,,,2981500664.9605
15,ABW,YR2015,180.0,,,,,2962907262.56983
16,ABW,YR2016,180.0,,,,,3013858130.38083
17,ABW,YR2017,180.0,,,,,3226290923.08041
18,ABW,YR2018,180.0,,,,,3303132465.93437
19,ABW,YR2019,180.0,,,,,3227066714.50225
20,ABW,YR2020,180.0,,,,,2453132846.89402
21,ABW,YR2021,180.0,,,,,3131162991.36718
22,AFE,YR2000,14571611.0,936733.642312,,,,511817344486.484
23,AFE,YR2001,14571611.0,975817.760057,,,,530429854471.673
24,AFE,YR2002,14571611.0,1022654.885109,,,,551269572100.379
25,AFE,YR2003,14571611.0,1062715.693142,,,,568392769856.548
26,AFE,YR2004,14720190.922,1105457.222981,,,,599800056399.211
27,AFE,YR2005,14720236.092,1132622.365732,,,,636577268540.257
28,AFE,YR2006,14720228.252,1133480.604883,,,,678437418925.66
29,AFE,YR2007,14720274.665,1197721.01028,,,,723204961899.834
30,AFE,YR2008,14720236.89,1257408.971715,,,,754513172395.923
31,AFE,YR2009,14720269.284,1239747.20567,,,,759495760493.713
32,AFE,YR2010,14720957.055,1296316.122926,,,,798664754159.611
33,AFE,YR2011,14721207.05,1299170.768058,,,,828230148633.093
34,AFE,YR2012,14845137.142,1308707.977083,,,,835532442009.735
35,AFE,YR2013,14845099.326,1331479.401125,,,,870763565615.522
36,AFE,YR2014,14845052.467,1358902.154959,,,,905660085547.335
37,AFE,YR2015,14845106.128,1356434.329261,,,,932513471557.123
38,AFE,YR2016,14845113.968,1370883.205748,,,,953206081711.334
39,AFE,YR2017,14845102.053,1386782.252953,,,,977721984314.083
40,AFE,YR2018,14845117.143,1399770.836953,,,,1002080506885.49
41,AFE,YR2019,14845129.404,1430850.662142,,,,1022529131718.11
42,AFE,YR2020,14845090.094,1389908.120222,,,,993908151992.364
43,AFE,YR2021,14845090.094,,,,,1036650583949.43
44,AFG,YR2000,652230.0,14205.32527,,,,
45,AFG,YR2001,652230.0,12604.75975,,,,
46,AFG,YR2002,652230.0,15255.39353,,,,7228795956.44078
47,AFG,YR2003,652230.0,15961.0327,,,,7867263297.8222
48,AFG,YR2004,652230.0,15572.01238,,,,7978515682.69705
49,AFG,YR2005,652230.0,16635.76076,,,,8874480241.02355
50,AFG,YR2006,652230.0,17264.16633,,,,9349921933.98889
51,AFG,YR2007,652230.0,18218.84691,,,,10642672018.0685
52,AFG,YR2008,652230.0,21349.18799,,,,11060395172.9653
53,AFG,YR2009,652230.0,24313.53007,,,,13426272142.8283
54,AFG,YR2010,652230.0,28585.90265,,,,15354612620.8467
55,AFG,YR2011,652230.0,32446.46096,,,,15420077746.4016
56,AFG,YR2012,652230.0,30928.57237,,,,17386490329.926
57,AFG,YR2013,652230.0,30430.30008,,,,18360263258.3072
58,AFG,YR2014,652230.0,31165.8158,,,,18860496592.515
59,AFG,YR2015,652230.0,31619.07371,,,,19134221744.5294
60,AFG,YR2016,652230.0,30864.98363,,,,19566715275.9301
61,AFG,YR2017,652230.0,31750.55044,,,,20084646855.8018
62,AFG,YR2018,652230.0,32580.49106,,,,20323499125.6969
63,AFG,YR2019,652230.0,32736.76917,,,,21118473812.444
64,AFG,YR2020,652230.0,31119.04539,,,,20621957232.4181
65,AFG,YR2021,652230.0,,,,,16345202647.5247
66,AFW,YR2000,9045780.0,593150.734615,,,,322253240468.176
67,AFW,YR2001,9045780.0,594930.55147,,,,339021746527.332
68,AFW,YR2002,9045780.0,581223.139454,,,,372646875632.923
69,AFW,YR2003,9045780.0,620126.510381,,,,393275021278.206
70,AFW,YR2004,9045780.0,628678.068591,,,,424723469728.919
71,AFW,YR2005,9045780.0,651416.467304,,,,449463362683.927
72,AFW,YR2006,9045780.0,643168.796801,,,,473620059915.228
73,AFW,YR2007,9045780.0,636457.782401,,,,499784319285.629
74,AFW,YR2008,9045780.0,647346.304343,,,,531168734058.989
75,AFW,YR2009,9045780.0,637877.440356,,,,564548018702.176
76,AFW,YR2010,9045780.0,681727.059768,,,,603892965530.374
77,AFW,YR2011,9045780.0,700647.916965,,,,633174611213.834
78,AFW,YR2012,9045780.0,711773.66187,,,,665697426270.634
79,AFW,YR2013,9045780.0,738287.609974,,,,706351653121.61
80,AFW,YR2014,9045780.0,758995.190518,,,,748211927951.894
81,AFW,YR2015,9045780.0,768884.626243,,,,769263195356.949
82,AFW,YR2016,9045780.0,799141.75294,,,,770356255503.577
83,AFW,YR2017,9045780.0,808226.501123,,,,787968675888.969
84,AFW,YR2018,9045780.0,834128.685418,,,,810337757614.177
85,AFW,YR2019,9045780.0,862224.588584,,,,836276010162.181
86,AFW,YR2020,9045773.0,868687.389867,,,,828430388804.133
87,AFW,YR2021,9045773.0,,,,,861371411041.672
88,AGO,YR2000,1246700.0,57982.70087,,,,31304495235.1451
89,AGO,YR2001,1246700.0,58084.77197,,,,32621161852.7594
90,AGO,YR2002,1246700.0,60758.93298,,,,37079068301.7327
91,AGO,YR2003,1246700.0,66179.73478,,,,38187732443.9545
92,AGO,YR2004,1246700.0,67964.75818,,,,42369289148.8383
93,AGO,YR2005,1246700.0,67766.24188,,,,48737393303.9054
94,AGO,YR2006,1246700.0,66733.4014,,,,54366562229.4727
95,AGO,YR2007,1246700.0,71292.13462,,,,61983317602.5006
96,AGO,YR2008,1246700.0,73853.17674,,,,68906854175.114
97,AGO,YR2009,1246700.0,74968.24456,,,,69499453122.5034
98,AGO,YR2010,1246700.0,78893.67568,,,,72556300345.7599
99,AGO,YR2011,1246700.0,80306.80869,,,,75075493655.9735
100,AGO,YR2012,1246700.0,78561.5615,,,,81488522711.7833
101,AGO,YR2013,1246700.0,82325.9083,,,,85525963676.9345
102,AGO,YR2014,1246700.0,83628.13621,,,,89650503966.1696
103,AGO,YR2015,1246700.0,88673.04141,,,,90496420626.179
104,AGO,YR2016,1246700.0,86726.86873,,,,88161512322.2007
105,AGO,YR2017,1246700.0,82023.70755,,,,88031782810.7052
106,AGO,YR2018,1246700.0,74848.14556,,,,86872966147.6687
107,AGO,YR2019,1246700.0,78672.38408,,,,86262880798.9347
108,AGO,YR2020,1246700.0,70781.0562,,,,81399194358.2922
109,AGO,YR2021,1246700.0,,,,,82375342061.4136
110,ALB,YR2000,27400.0,8163.977582,28.0,125.0,440.0,6057218861.96683
111,ALB,YR2001,27400.0,8122.836896,19.0,138.0,447.0,6559562958.94637
112,ALB,YR2002,27400.0,8759.443411,21.0,123.0,447.0,6857139117.39279
113,ALB,YR2003,27400.0,9167.315225,32.0,105.0,447.0,7236245479.6585
114,ALB,YR2004,27400.0,9246.27134,32.0,89.0,447.0,7635300387.08491
115,ALB,YR2005,27400.0,9016.941954,26.0,73.0,423.0,8057259479.00459
116,ALB,YR2006,27400.0,8920.780645,36.0,80.0,423.0,8532852033.68952
117,ALB,YR2007,27400.0,8990.758036,53.0,51.0,423.0,9043394715.19952
118,ALB,YR2008,27400.0,8733.156627,52.0,41.0,423.0,9721653065.53613
119,ALB,YR2009,27400.0,8799.864918,46.0,32.0,423.0,10047745438.9452
120,ALB,YR2010,27400.0,9243.210309,66.0,19.0,,10420209148.0929
121,ALB,YR2011,27400.0,9623.607956,50.0,18.0,,10685445792.0183
122,ALB,YR2012,27400.0,9070.545303,25.0,16.0,,10836884503.1437
123,ALB,YR2013,27400.0,9298.28975,23.0,12.0,,10945471986.7318
124,ALB,YR2014,27400.0,9738.800297,39.887,7.714,,11139693788.8124
125,ALB,YR2015,27400.0,9408.765344,23.124,6.99,,11386853113.0189
126,ALB,YR2016,27400.0,9191.743023,8.8,3.2,,11764325094.2129
127,ALB,YR2017,27400.0,9924.274102,25.3,2.4,,12211675169.6845
128,ALB,YR2018,27400.0,9671.388481,20.4,2.7,,12702504600.374
129,ALB,YR2019,27400.0,9196.36286,43.0,2.0,,12967696312.7715
130,ALB,YR2020,27400.0,8304.29494,26.039,0.593,,12539492342.004
131,ALB,YR2021,27400.0,,25.1151187,0.812,,13656576505.5665
132,AND,YR2000,470.0,588.117968,,,,2240767147.05822
133,AND,YR2001,470.0,592.750006,,,,2422703047.4382
134,AND,YR2002,470.0,604.710044,,,,2532847903.3358
135,AND,YR2003,470.0,613.006082,,,,2753058859.8714
136,AND,YR2004,470.0,643.28612,,,,2977038818.11546
137,AND,YR2005,470.0,662.574159,,,,3137733299.91171
138,AND,YR2006,470.0,637.875045,,,,3288617126.51463
139,AND,YR2007,470.0,635.159931,,,,3339695537.72761
140,AND,YR2008,470.0,639.772817,,,,3154035638.64466
141,AND,YR2009,470.0,622.401703,,,,2986781968.80057
142,AND,YR2010,470.0,627.01459,,,,2927794279.37554
143,AND,YR2011,470.0,602.068676,,,,2927558013.5968
144,AND,YR2012,470.0,599.106762,,,,2781928287.88297
145,AND,YR2013,470.0,588.816848,,,,2683236696.87851
146,AND,YR2014,470.0,574.862934,,,,2750437434.80254
147,AND,YR2015,470.0,579.22902,,,,2789882569.1005
148,AND,YR2016,470.0,585.850664,,,,2893378230.93931
149,AND,YR2017,470.0,585.144308,,,,2903391399.65727
150,AND,YR2018,470.0,617.413952,,,,2949519480.26811
151,AND,YR2019,470.0,605.715596,,,,3008968450.49925
152,AND,YR2020,470.0,577.573639,,,,2672447226.31612
153,AND,YR2021,470.0,,,,,2893918267.005
154,ARB,YR2000,13611431.0,1595174.281021,1568.0,,,1428349861848.39
155,ARB,YR2001,13611431.0,1640455.502931,1491.0,,,1453247662506.13
156,ARB,YR2002,13611431.0,1679138.396809,2030.4445,570.76,,1463754128074.83
157,ARB,YR2003,13611251.0,1733860.310189,,,,1535702421794.09
158,ARB,YR2004,13611241.0,1808842.049099,1945.0,527.0,,1671365205879.73
159,ARB,YR2005,13611251.0,1907632.579418,1471.0,571.0,,1763322564670.85
160,ARB,YR2006,13611311.0,1984733.64946,,,,1871267209303.54
161,ARB,YR2007,13611331.0,2045283.070675,,,,1956428671760.74
162,ARB,YR2008,13611341.0,2166799.311373,,,,2064737448626.51
163,ARB,YR2009,13608831.0,2207438.473562,,,,2072170824804.24
164,ARB,YR2010,13608823.0,2312532.758666,1722.304,,,2169847418797.71
165,ARB,YR2011,13608828.0,2341738.993746,,,,2244319086486.96
166,ARB,YR2012,13100831.0,2505861.686146,,,,2350474144410.36
167,ARB,YR2013,13100639.0,2532017.582496,,,,2412028585690.47
168,ARB,YR2014,13100520.0,2591474.945166,,,,2470719136728.93
169,ARB,YR2015,13100528.0,2650881.335466,,,,2555806089356.35
170,ARB,YR2016,13100529.0,2702527.723386,,,,2650015428316.1
171,ARB,YR2017,13100530.0,2746774.251884,,,,2682860976916.86
172,ARB,YR2018,13100528.0,2756539.763102,,,,2748275174931.04
173,ARB,YR2019,13100544.0,2796418.0348,,,,2785645573893.35
174,ARB,YR2020,13100549.0,2682355.871188,,,,2645018244020.86
175,ARB,YR2021,13100559.0,,,,,2743747400229.45
176,ARE,YR2000,71020.0,114700.9448,,,,200410321457.908
177,ARE,YR2001,71020.0,128615.323,,,,203214232264.655
178,ARE,YR2002,71020.0,130406.6674,,,,208159362839.323
179,ARE,YR2003,71020.0,138690.3398,,,,226478512525.959
180,ARE,YR2004,71020.0,146808.3748,,,,248144435923.541
181,ARE,YR2005,71020.0,156119.516,,,,260192198658.414
182,ARE,YR2006,71020.0,163492.149,,,,285788137266.103
183,ARE,YR2007,71020.0,174308.626,,,,294888746626.725
184,ARE,YR2008,71020.0,200149.8201,,,,304301112615.705
185,ARE,YR2009,71020.0,199977.5026,,,,288346842920.119
186,ARE,YR2010,71020.0,207638.5913,,,,292968610431.171
187,ARE,YR2011,71020.0,215072.184,,,,311179896130.516
188,ARE,YR2012,71020.0,226415.7061,,,,316857313553.72
189,ARE,YR2013,71020.0,238373.2846,,,,332876224059.313
190,ARE,YR2014,71020.0,240979.5629,,,,346742821770.78
191,ARE,YR2015,71020.0,253027.5119,,,,370275469560.166
192,ARE,YR2016,71020.0,260390.6675,,,,390868305567.669
193,ARE,YR2017,71020.0,251238.4239,,,,393741456191.578
194,ARE,YR2018,71020.0,234348.9903,1373.0,,279.0,398914879841.349
195,ARE,YR2019,71020.0,248670.7959,1488.485,,261.0,403336245487.99
196,ARE,YR2020,71020.0,249927.7494,1426.0,,261.0,383342656303.629
197,ARE,YR2021,71020.0,,1380.0,,279.0,400036290943.156
198,ARG,YR2000,2736690.0,294271.3913,8696.0,,,395646066535.875
199,ARG,YR2001,2736690.0,288040.6186,8987.0,,,378202665751.853
200,ARG,YR2002,2736690.0,284403.3884,9445.0,,,336999433710.193
201,ARG,YR2003,2736690.0,306433.5855,10989.0,,,366780211148.674
202,ARG,YR2004,2736690.0,322315.2629,11603.0,,,399898899166.738
203,ARG,YR2005,2736690.0,325978.7317,12262.0,8640.7627436806,3150.0,435296589745.339
204,ARG,YR2006,2736690.0,340578.7653,12628.0,9052.390462155,13488.0,470325565798.353
205,ARG,YR2007,2736690.0,352851.0732,12871.0,8715.4385913024,,512690850741.56
206,ARG,YR2008,2736690.0,357380.4391,12025.0,9237.510554638,,533491913656.279
207,ARG,YR2009,2736690.0,336630.902,10649.0,9108.0603687135,,501917060966.235
208,ARG,YR2010,2736690.0,342496.5143,12112.0,8817.8723669107,,552738161802.463
209,ARG,YR2011,2736690.0,352870.3484,12198.0,7287.9333902597,,585924294024.785
210,ARG,YR2012,2736690.0,357872.7655,10583.0,6002.5177929744,,579910247223.428
211,ARG,YR2013,2736690.0,366978.6016,9746.0,5035.0018230423,18097.0,593858966307.156
212,ARG,YR2014,2736690.0,365636.2677,8893.0,5733.5770156506,18097.0,578937574935.696
213,ARG,YR2015,2736690.0,372415.2067,8274.0,6883.5652307941,,594749285413.212
214,ARG,YR2016,2736690.0,375694.4541,8529.0,8065.3684635781,17609.0,582376550428.09
215,ARG,YR2017,2736690.0,379420.2746,8377.0,8360.7820221858,17609.0,598790850843.677
216,ARG,YR2018,2736690.0,378187.3624,,,17866.0,583118120294.002
217,ARG,YR2019,2736690.0,374523.504,,,17866.0,571450737224.442
218,ARG,YR2020,2736690.0,361433.0173,,,,514874343768.066
219,ARG,YR2021,2736690.0,,,,,570058627079.249
220,ARM,YR2000,28470.0,5990.512959,354.0,47.0,843.0,3959424772.65728
221,ARM,YR2001,28470.0,6101.5304,344.0,47.0,843.0,4339529550.80371
222,ARM,YR2002,28470.0,5773.022041,452.0,48.0,711.0,4912347451.42022
223,ARM,YR2003,28470.0,6201.786082,529.0,41.0,711.0,5600076094.6952
224,ARM,YR2004,28470.0,6592.301523,678.0,30.0,711.0,6188084084.57212
225,ARM,YR2005,28470.0,7316.871064,654.136,27.0,,7048227772.27278
226,ARM,YR2006,28470.0,7717.00474,354.0,28.0,845.0,7978593838.17516
227,ARM,YR2007,28470.0,8366.146581,771.0,24.0,,9071661194.12856
228,ARM,YR2008,28470.0,8886.002523,326.4,24.0,826.072,9697605816.5624
229,ARM,YR2009,28470.0,7743.792465,718.0,35.0,,8330243396.35924
230,ARM,YR2010,28470.0,7561.591307,345.9,50.0,826.07201,8513508751.09706
231,ARM,YR2011,28470.0,8203.359102,816.0,49.0,,8913643662.28574
232,ARM,YR2012,28470.0,9199.713496,867.0,53.0,,9555426006.05632
233,ARM,YR2013,28470.0,9141.888191,851.0,55.0,,9870755064.25618
234,ARM,YR2014,28470.0,9132.807486,786.0,52.0,703.2,10226102246.6276
235,ARM,YR2015,28470.0,9155.78308,640.0,44.0,703.2,10553337518.414
236,ARM,YR2016,28470.0,9415.287058,658.0,50.0,679.363,10574444193.4325
237,ARM,YR2017,28470.0,9251.278735,689.46,55.0,685.66,11367527508.1135
238,ARM,YR2018,28470.0,9443.729713,730.0,,698.4,11958638938.496
239,ARM,YR2019,28470.0,9874.86109,860.0,,698.4,12867495497.6469
240,ARM,YR2020,28470.0,10422.04117,840.0,,698.4,11941035821.9185
241,ARM,YR2021,28470.0,,,,698.4,12633615899.5898
242,ASM,YR2000,200.0,,,,,
243,ASM,YR2001,200.0,,,,,
244,ASM,YR2002,200.0,,,,,744923664.122138
245,ASM,YR2003,200.0,,,,,752116030.534351
246,ASM,YR2004,200.0,,,,,755198473.282443
247,ASM,YR2005,200.0,,,,,752116030.534351
248,ASM,YR2006,200.0,,,,,721291603.053435
249,ASM,YR2007,200.0,,,,,734648854.961832
250,ASM,YR2008,200.0,,,,,715126717.557252
251,ASM,YR2009,200.0,,,,,685329770.992367
252,ASM,YR2010,200.0,,,,,687384732.824428
253,ASM,YR2011,200.0,,,,,687384732.824428
254,ASM,YR2012,200.0,,,,,657587786.259542
255,ASM,YR2013,200.0,,,,,641148091.603054
256,ASM,YR2014,200.0,,,,,652450381.679389
257,ASM,YR2015,200.0,,,,,673000000.0
258,ASM,YR2016,200.0,,,,,661697709.923664
259,ASM,YR2017,200.0,,,,,615461068.70229
260,ASM,YR2018,200.0,,,,,631900763.358779
261,ASM,YR2019,200.0,,,,,628818320.610687
262,ASM,YR2020,200.0,,,,,656560305.343511
263,ASM,YR2021,200.0,,,,,651422900.763359
264,ATG,YR2000,440.0,584.648482,,,,1205079608.04239
265,ATG,YR2001,440.0,614.649387,,,,1150272545.62123
266,ATG,YR2002,440.0,647.976092,,,,1162090928.52162
267,ATG,YR2003,440.0,693.814297,,,,1232705891.49314
268,ATG,YR2004,440.0,720.617202,,,,1303796392.95494
269,ATG,YR2005,440.0,749.459707,,,,1388201972.14441
270,ATG,YR2006,440.0,808.61563,,,,1564616740.69942
271,ATG,YR2007,440.0,867.144654,,,,1710366785.13423
272,ATG,YR2008,440.0,913.476977,,,,1710121507.38662
273,ATG,YR2009,440.0,976.4012,,,,1505544848.87076
274,ATG,YR2010,440.0,1004.970423,,,,1387501178.5798
275,ATG,YR2011,440.0,1006.705256,,,,1360325405.27772
276,ATG,YR2012,440.0,1031.904489,,,,1379904140.50946
277,ATG,YR2013,440.0,1046.077422,,,,1386609537.41236
278,ATG,YR2014,440.0,1061.010555,,,,1417273748.87615
279,ATG,YR2015,440.0,1085.816188,,,,1437755555.55556
280,ATG,YR2016,440.0,1123.550637,,,,1496700162.35408
281,ATG,YR2017,440.0,1150.138886,,,,1533568876.84089
282,ATG,YR2018,440.0,1185.478236,,,,1640200774.69966
283,ATG,YR2019,440.0,1211.480385,,,,1691054300.06629
284,ATG,YR2020,440.0,1203.631334,,,,1371776497.48049
285,ATG,YR2021,440.0,,,,,1484148566.07947
286,AUS,YR2000,7682300.0,606860.8124,133568.0,11552.161964256,,872633840587.072
287,AUS,YR2001,7682300.0,635529.9917,137534.0,12149.624986664,,890305786856.39
288,AUS,YR2002,7682300.0,630234.9976,150513.0,12005.65718487,,925736696479.946
289,AUS,YR2003,7682300.0,550563.2058,160580.0,12021.773106727,,954348321893.94
290,AUS,YR2004,7682300.0,608925.6889,168700.0,12087.046535813,,994663065408.582
291,AUS,YR2005,7682300.0,571056.9014,183944.0,12062.893352373,,1026036123626.81
292,AUS,YR2006,7682300.0,613749.9371,189425.0,12590.874021192,,1054306478910.88
293,AUS,YR2007,7682300.0,617773.4563,198961.0,13212.731578192,,1094089602422.35
294,AUS,YR2008,7682300.0,590310.8141,218684.0,14276.384048686,,1133326149869.16
295,AUS,YR2009,7682300.0,605111.9367,237163.0,15004.14159834,,1154775181480.75
296,AUS,YR2010,7682300.0,589473.4613,258624.0,14992.79186061,,1180486690611.43
297,AUS,YR2011,7682300.0,690001.8173,261420.0,15275.793628,,1208924281855.58
298,AUS,YR2012,7682300.0,690401.593,290570.0,15568.963881337,,1256294887279.41
299,AUS,YR2013,7682300.0,604285.6676,319000.0,15543.667841316,,1289036425122.18
300,AUS,YR2014,7682300.0,621420.4289,367700.0,15571.083308422,,1322646774172.19
301,AUS,YR2015,7682300.0,622092.6414,401600.0,16016.860652115,,1351768945139.11
302,AUS,YR2016,7692020.0,600642.7642,413490.0,16503.758569102,,1389336532090.02
303,AUS,YR2017,7692020.0,647518.2719,431307.31114667,17039.193726877,,1421551208676.45
304,AUS,YR2018,7692020.0,642275.8577,441273.24126364,18020.934471189,,1462866648667.66
305,AUS,YR2019,7692020.0,613604.7013,443004.62783715,18841.831667914,,1494773366351.99
306,AUS,YR2020,7692020.0,571903.1199,447434.67411552,15053.004083646,,1489770563790.11
307,AUS,YR2021,7692020.0,,453091.00602501,9327.6307951394,,1521231998735.21
308,AUT,YR2000,82520.0,78694.10972,16602.0,8206.0,5665.0,311192381028.414
309,AUT,YR2001,82520.0,83001.77734,16895.0,8240.0,5697.0,315135711888.113
310,AUT,YR2002,82520.0,84500.38127,17132.0,8300.0,5779.0,320340348097.004
311,AUT,YR2003,82520.0,89432.43453,16869.0,8249.0,5752.0,323356259321.687
312,AUT,YR2004,82520.0,90322.80678,17931.0,8295.0,5766.0,332200441760.824
313,AUT,YR2005,82520.0,90356.77091,17064.0,8470.0,5782.0,339655236682.676
314,AUT,YR2006,82520.0,88152.69679,20980.0,9296.0,5818.0,351387070656.34
315,AUT,YR2007,82520.0,85204.26989,21371.0,9580.0,5793.0,364484726093.492
316,AUT,YR2008,82520.0,84953.81617,21915.0,10837.0,5784.0,369807747327.812
317,AUT,YR2009,82520.0,77767.40594,17767.0,10653.0,5356.0,355886045571.664
318,AUT,YR2010,82520.0,83550.95772,19833.0,10737.0,5351.0,362424005611.476
319,AUT,YR2011,82520.0,81738.65126,20345.0,10875.0,4917.0,373016924602.914
320,AUT,YR2012,82520.0,78292.56689,19499.0,11323.0,4985.0,375555101767.152
321,AUT,YR2013,82520.0,78909.03381,19564.0,11915.0,4950.0,375650886015.0
322,AUT,YR2014,82520.0,75143.18762,20746.0,12092.0,4956.0,378134963330.691
323,AUT,YR2015,82520.0,76429.62374,20814.0,12208.0,4937.0,381971148530.543
324,AUT,YR2016,82520.0,76780.91177,21361.0,12578.0,4917.0,389570224508.691
325,AUT,YR2017,82520.0,78699.13623,22256.0,12656.7,4953.0,398368950204.699
326,AUT,YR2018,82520.0,75582.15688,21996.241,13204.7,4955.0,408030932405.258
327,AUT,YR2019,82520.0,76622.88544,21736.0,13350.0,4968.0,413949540159.265
328,AUT,YR2020,82520.0,71017.8287,20498.028,7417.005,4966.0,386492302608.55
329,AUT,YR2021,82520.0,,21780.869,8433.154238,4962.0,402871331324.597
330,AZE,YR2000,82605.0,38178.85835,5677.0,493.0,2116.0,11918436828.1641
331,AZE,YR2001,82604.0,37597.10652,6141.0,537.0,2116.0,13098362058.1026
332,AZE,YR2002,82618.0,37660.28458,6980.0,584.0,2122.0,14334705485.3859
333,AZE,YR2003,82652.0,40371.75494,7719.0,654.0,2122.0,15798035139.5108
334,AZE,YR2004,82672.0,40448.12001,7536.0,789.0,2122.0,17259953999.1872
335,AZE,YR2005,82660.0,43537.95337,9628.0,878.0,2122.0,22086102614.13
336,AZE,YR2006,82637.0,45921.96687,11059.0,964.0,2122.0,29705808016.0049
337,AZE,YR2007,82629.0,45085.84177,10375.0,1108.0,2099.0,37132259975.9133
338,AZE,YR2008,82627.0,49560.73027,10021.0,1049.0,2099.1,41127311680.0779
339,AZE,YR2009,82622.0,45422.99777,7592.0,1024.0,2079.0,44950656172.1802
340,AZE,YR2010,82656.0,44320.75057,8250.0,917.0,2079.1,47220189860.7658
341,AZE,YR2011,82658.0,46785.0029,7845.0,660.0,2079.3,47267410115.7076
342,AZE,YR2012,82658.0,49834.23202,8212.0,591.0,2068.1,48290862738.2682
343,AZE,YR2013,82659.0,51037.92334,7958.0,609.0,2068.1,51096465688.5745
344,AZE,YR2014,82663.0,52262.55666,7371.0,612.0,2066.4,52501877459.7444
345,AZE,YR2015,82663.0,52141.63798,6210.0,495.0,2067.8,53076235354.746
346,AZE,YR2016,82670.0,52487.77721,5192.0,448.0,2074.0,51430872122.2426
347,AZE,YR2017,82662.0,51758.38444,4633.0,467.0,2132.0,51533733835.093
348,AZE,YR2018,82654.0,53176.47097,4492.0,466.0,2133.07,52306739842.6194
349,AZE,YR2019,82654.0,56536.8442,5152.0,544.0,2139.87,53614408373.9591
350,AZE,YR2020,82646.0,55351.99383,4861.0,172.0,2239.18,51308988759.0274
351,AZE,YR2021,82650.0,,5316.0,104.0,2138.85,54190732985.9123
352,BDI,YR2000,25680.0,1659.560708,,,,1955416620.30264
353,BDI,YR2001,25680.0,1639.972123,,,,1995616214.18073
354,BDI,YR2002,25680.0,1629.591737,,,,2084351676.53824
355,BDI,YR2003,25680.0,1616.499052,,,,2058844882.28283
356,BDI,YR2004,25680.0,1675.793567,,,,2158362397.86831
357,BDI,YR2005,25680.0,1734.091681,,,,2177787659.46859
358,BDI,YR2006,25680.0,1880.290385,,,,2295688883.37796
359,BDI,YR2007,25680.0,1952.851988,,,,2374934882.81749
360,BDI,YR2008,25680.0,2084.470392,,,,2490397480.72402
361,BDI,YR2009,25680.0,2234.548495,,,,2585349995.27363
362,BDI,YR2010,25680.0,2560.792699,,,,2717827465.44662
363,BDI,YR2011,25680.0,2782.874151,,,,2827426575.50415
364,BDI,YR2012,25680.0,2863.239604,,,,2953153932.04472
365,BDI,YR2013,25680.0,3244.959156,,,,3098572839.6491
366,BDI,YR2014,25680.0,3242.800609,,,,3229972475.40545
367,BDI,YR2015,25680.0,3247.309761,,,,3104003546.26497
368,BDI,YR2016,25680.0,3668.841788,,,,3085379496.76838
369,BDI,YR2017,25680.0,4289.286314,,,,3100806433.20295
370,BDI,YR2018,25680.0,4518.56764,,,,3150727414.31633
371,BDI,YR2019,25680.0,4215.238066,,,,3207836406.85888
372,BDI,YR2020,25680.0,4102.678292,,,,3218331064.72439
373,BDI,YR2021,25680.0,,,,,3318099327.73083
374,BEL,YR2000,30280.0,138266.4483,7674.0,7755.0,3471.0,365711203833.047
375,BEL,YR2001,30280.0,138694.356,7080.0,8036.0,3454.0,369732633305.117
376,BEL,YR2002,30280.0,131373.8147,7276.0,8260.0,3518.0,376043542626.992
377,BEL,YR2003,30280.0,134760.5446,7293.0,8265.0,3521.0,379946808976.211
378,BEL,YR2004,30280.0,132641.1624,7691.0,8676.0,3536.0,393515485920.82
379,BEL,YR2005,30280.0,129912.637,8042.0,9150.0,3544.0,402651880769.961
380,BEL,YR2006,30280.0,125999.4899,8587.0,9607.0,3500.0,412928965821.953
381,BEL,YR2007,30280.0,121215.719,8148.0,9932.0,3374.0,428111873071.133
382,BEL,YR2008,30280.0,123934.9372,8469.0,10406.0,3513.0,430025228051.015
383,BEL,YR2009,30280.0,117422.2366,5947.0,10427.0,3578.0,421335523091.64
384,BEL,YR2010,30280.0,124908.4666,6264.0,10403.0,3582.0,433403805754.258
385,BEL,YR2011,30280.0,113152.4764,6698.0,11003.0,,440747893479.883
386,BEL,YR2012,30280.0,111928.5141,,10857.0,3592.0,444005978083.203
387,BEL,YR2013,30280.0,112869.6307,,10595.0,,446045040873.594
388,BEL,YR2014,30280.0,106749.5809,,10974.0,3631.0,453086009677.5
389,BEL,YR2015,30280.0,111403.0469,,10333.0,3607.0,462335574841.484
