,economy,time,AG.LND.TOTL.K2,EN.ATM.GHGT.KT.CE,IS.RRS.GOOD.MT.K6,IS.RRS.PASG.KM,IS.RRS.TOTL.KM,NY.GDP.MKTP.KD
1647,FCS,YR2019,20454370.404,2341110.894472,,,,1819441965989.32
1648,FCS,YR2020,20454301.094,2206538.044954,,,,1727731932091.49
1649,FCS,YR2021,20454306.094,,,,,1770197412569.89
1650,FIN,YR2000,304590.0,69643.62462,10107.0,3405.0,5854.0,196097527314.844
1651,FIN,YR2001,304590.0,75434.07909,9857.0,3282.0,5850.0,201215710279.297
1652,FIN,YR2002,304590.0,77694.15474,9664.0,3318.0,5850.0,204650762188.672
1653,FIN,YR2003,304590.0,85919.67371,10047.0,3338.0,5851.0,208751521832.422
1654,FIN,YR2004,304590.0,81847.43056,10105.0,3352.0,5741.0,217085073153.906
1655,FIN,YR2005,304590.0,69486.61523,9706.0,3478.0,5732.0,223119713766.016
1656,FIN,YR2006,304110.0,81097.23891,11060.0,3540.0,5905.0,232105658667.187
1657,FIN,YR2007,304090.0,79087.17353,10434.0,3778.0,5899.0,244405718572.656
1658,FIN,YR2008,303900.0,70814.87076,10777.0,4052.0,5919.0,246321847334.766
1659,FIN,YR2009,303900.0,67296.43023,8872.0,3876.0,5919.0,226432719257.422
1660,FIN,YR2010,303900.0,75320.42652,9750.0,3959.0,5919.0,233646772072.266
1661,FIN,YR2011,303890.0,67632.7565,9395.0,3882.0,5944.0,239599308730.469
1662,FIN,YR2012,303890.0,61976.2554,9275.0,4035.0,5944.0,236250798826.562
1663,FIN,YR2013,303890.0,62745.61025,9470.0,4053.0,5944.0,234120534076.562
1664,FIN,YR2014,303890.0,58686.81708,9596.0,3874.0,5944.0,233266209150.781
1665,FIN,YR2015,303910.0,55210.20911,8468.0,4113.0,5923.0,234534382384.766
1666,FIN,YR2016,303910.0,57902.35336,9455.0,3868.0,5926.0,241128217493.75
1667,FIN,YR2017,303920.0,55043.07473,10362.0,4271.0,5926.0,248826017928.906
1668,FIN,YR2018,303920.0,56199.93179,11175.0,4534.0,5926.0,251661932877.344
1669,FIN,YR2019,303930.0,52762.97326,10270.0,4924.0,5923.0,254744159687.5
1670,FIN,YR2020,303940.0,47740.49323,10138.0,2820.0,5918.0,248745023487.891
1671,FIN,YR2021,303947.7,,10749.0,2903.0,5918.0,255804854010.937
1672,FJI,YR2000,18270.0,1963.529304,,,,3330747264.7169
1673,FJI,YR2001,18270.0,2203.484521,,,,3397362214.89918
1674,FJI,YR2002,18270.0,2026.023837,,,,3506077775.66624
1675,FJI,YR2003,18270.0,2140.737753,,,,3541138530.44958
1676,FJI,YR2004,18270.0,2461.96957,,,,3728818862.10322
1677,FJI,YR2005,18270.0,2207.550466,,,,3754920609.14392
1678,FJI,YR2006,18270.0,2327.229266,,,,3824479907.83452
1679,FJI,YR2007,18270.0,2265.976067,,,,3791946804.66169
1680,FJI,YR2008,18270.0,2026.533967,,,,3831109812.09556
1681,FJI,YR2009,18270.0,1906.155967,,,,3778009185.47898
1682,FJI,YR2010,18270.0,2262.550668,,,,3889636980.98758
1683,FJI,YR2011,18270.0,2192.642168,,,,3994857224.63258
1684,FJI,YR2012,18270.0,2137.228768,,,,4051237219.17538
1685,FJI,YR2013,18270.0,2220.025068,,,,4243031681.17411
1686,FJI,YR2014,18270.0,1796.428168,,,,4480790593.10805
1687,FJI,YR2015,18270.0,1874.148768,,,,4682479912.05203
1688,FJI,YR2016,18270.0,1805.08636,,,,4796997076.03127
1689,FJI,YR2017,18270.0,1995.340253,,,,5053797835.53178
1690,FJI,YR2018,18270.0,2076.756546,,,,5246466346.36038
1691,FJI,YR2019,18270.0,2187.528938,,,,5216010385.78401
1692,FJI,YR2020,18270.0,1764.367631,,,,4327208949.46684
1693,FJI,YR2021,18270.0,,,,,4115996320.43426
1694,FRA,YR2000,547567.0,506377.7308,55350.0,82253.0,29330.0,2046499571261.18
1695,FRA,YR2001,547567.0,511552.3445,50344.0,84180.0,29503.0,2087096421588.52
1696,FRA,YR2002,547567.0,504638.6122,49977.0,86186.0,29410.0,2110796058518.4
1697,FRA,YR2003,547867.0,509781.811,46758.0,84151.0,29327.0,2128171303325.76
1698,FRA,YR2004,547567.0,508080.5046,45035.0,88567.0,29304.0,2188393293109.35
1699,FRA,YR2005,547557.0,509361.4599,39659.0,90859.0,28470.0,2224791087607.91
1700,FRA,YR2006,547557.0,499562.6625,41179.0,94590.0,29620.0,2279283420792.28
1701,FRA,YR2007,547557.0,492867.6926,42612.0,96709.0,29976.0,2334550031985.42
1702,FRA,YR2008,547557.0,486835.1646,40436.0,102721.0,29959.0,2340501872979.04
1703,FRA,YR2009,547557.0,468967.6445,32129.0,101821.0,33698.0,2273251909006.52
1704,FRA,YR2010,547557.0,472918.3176,29965.0,102167.0,29929.0,2317567536989.14
1705,FRA,YR2011,547557.0,456763.7362,34202.0,105596.0,30071.0,2368384855035.17
1706,FRA,YR2012,547557.0,460350.4426,32539.0,105956.0,29406.0,2375801091055.54
1707,FRA,YR2013,547557.0,461319.7706,32230.0,105215.0,29979.0,2389493466482.81
1708,FRA,YR2014,547557.0,427859.1918,32596.0,104589.0,,2412341398046.84
1709,FRA,YR2015,547557.0,433262.6025,36328.056893,104849.0,28866.0,2439188643162.5
1710,FRA,YR2016,547557.0,433665.791,34699.8,104207.0,29236.65,2465909086487.94
1711,FRA,YR2017,547557.0,436922.6199,35464.9,110568.0,29248.142,2522413420333.78
1712,FRA,YR2018,547557.0,422400.0351,33835.6,107958.0,28241.0,2569458097202.24
1713,FRA,YR2019,547557.0,412999.0434,33893.1,112384.0,28157.0,2616812485718.01
1714,FRA,YR2020,547557.0,376006.2454,31281.8,64859.0,27872.0,2419492808873.4
1715,FRA,YR2021,547557.0,,35751.3,86853.0,27716.0,2575192242890.61
1716,FRO,YR2000,1396.0,,,,,
1717,FRO,YR2001,1396.0,,,,,
1718,FRO,YR2002,1396.0,,,,,
1719,FRO,YR2003,1396.0,,,,,
1720,FRO,YR2004,1396.0,,,,,
1721,FRO,YR2005,1396.0,,,,,
1722,FRO,YR2006,1396.0,,,,,
1723,FRO,YR2007,1396.0,,,,,
1724,FRO,YR2008,1396.0,,,,,2162939073.26618
1725,FRO,YR2009,1396.0,,,,,2069867758.18034
1726,FRO,YR2010,1396.0,,,,,2057925881.4681
1727,FRO,YR2011,1396.0,,,,,2134237769.05239
1728,FRO,YR2012,1396.0,,,,,2283989844.56481
1729,FRO,YR2013,1396.0,,,,,2417672955.88099
1730,FRO,YR2014,1396.0,,,,,2549017907.36784
1731,FRO,YR2015,1396.0,,,,,2573905971.05459
1732,FRO,YR2016,1396.0,,,,,2611740221.71586
1733,FRO,YR2017,1396.0,,,,,2703524764.27817
1734,FRO,YR2018,1396.0,,,,,2777372953.25035
1735,FRO,YR2019,1396.0,,,,,2899302496.02846
1736,FRO,YR2020,1366.0,,,,,2843437737.68997
1737,FRO,YR2021,1370.0,,,,,3007093233.39562
1738,FSM,YR2000,700.0,251.752739,,,,310899125.003711
1739,FSM,YR2001,700.0,238.515388,,,,317638182.0248
1740,FSM,YR2002,700.0,223.040538,,,,319375655.487445
1741,FSM,YR2003,700.0,233.500488,,,,324396608.28907
1742,FSM,YR2004,700.0,214.793137,,,,314404696.27295
1743,FSM,YR2005,700.0,187.483287,,,,320824422.528081
1744,FSM,YR2006,700.0,186.18958,,,,320564377.351049
1745,FSM,YR2007,700.0,201.829672,,,,314678221.396249
1746,FSM,YR2008,700.0,183.545965,,,,307099219.76208
1747,FSM,YR2009,700.0,221.319958,,,,310456119.002577
1748,FSM,YR2010,700.0,174.42145,,,,317470533.372672
1749,FSM,YR2011,700.0,192.390681,,,,327593318.653529
1750,FSM,YR2012,700.0,205.931112,,,,321477741.865646
1751,FSM,YR2013,700.0,214.206043,,,,309648107.466093
1752,FSM,YR2014,700.0,217.371273,,,,302508316.50838
1753,FSM,YR2015,700.0,222.702404,,,,316489900.0
1754,FSM,YR2016,700.0,226.838412,,,,319338880.100054
1755,FSM,YR2017,700.0,227.10162,,,,327904142.657279
1756,FSM,YR2018,700.0,230.025528,,,,328598163.580178
1757,FSM,YR2019,700.0,232.848437,,,,332458532.270118
1758,FSM,YR2020,700.0,194.111345,,,,323256963.899743
1759,FSM,YR2021,700.0,,,,,316713300.662906
1760,GAB,YR2000,257670.0,16493.89658,1702.0,94.0,731.0,9689372094.82624
1761,GAB,YR2001,257670.0,16444.97973,1834.0,63.0,731.0,9896262806.17442
1762,GAB,YR2002,257670.0,15758.12767,2998.0,97.0,731.0,9871617829.34082
1763,GAB,YR2003,257670.0,17186.87802,,86.0,731.0,10093465659.4406
1764,GAB,YR2004,257670.0,16703.94716,1904.0,92.0,810.0,10163064451.2538
1765,GAB,YR2005,257670.0,16313.94441,2219.0,95.0,810.0,10435048720.8443
1766,GAB,YR2006,257670.0,14905.24079,2202.0,76.0,810.0,10142180902.0393
1767,GAB,YR2007,257670.0,14211.08226,2502.0,99.0,810.0,10751534086.7123
1768,GAB,YR2008,257670.0,14842.91124,2485.0,95.0,810.0,10395827037.7727
1769,GAB,YR2009,257670.0,14663.47882,1581.0,102.0,813.0,10409376035.5652
1770,GAB,YR2010,257670.0,15516.97679,2238.0,111.0,810.0,11147389066.6347
1771,GAB,YR2011,257670.0,15465.15359,2417.0,118.0,810.0,11937934403.3789
1772,GAB,YR2012,257670.0,15095.37889,2235.0,127.0,810.0,12564804521.2615
1773,GAB,YR2013,257670.0,15166.74369,2613.0,125.0,810.0,13273296028.5793
1774,GAB,YR2014,257670.0,15495.27609,2447.0,109.0,810.0,13846034032.3711
1775,GAB,YR2015,257670.0,15883.7891,2727.0,112.0,810.0,14383107762.6952
1776,GAB,YR2016,257670.0,16279.23307,2058.0,127.0,810.0,14683922149.3088
1777,GAB,YR2017,257670.0,14608.84924,3276.0,174.0,810.0,14753324537.1727
1778,GAB,YR2018,257670.0,14021.11591,3210.576346,176.330295,810.0,14876945089.6921
1779,GAB,YR2019,257670.0,15094.36318,406.0,171.279327,648.0,15460241661.1259
1780,GAB,YR2020,257670.0,14849.25845,409.0,87.0,648.0,15176119359.5533
1781,GAB,YR2021,257670.0,,,,648.0,15407831405.5278
1782,GBR,YR2000,241930.0,690358.4413,18169.862865357,46506.213654,16992.0,2292005659330.47
1783,GBR,YR2001,241930.0,698896.1741,19199.607124964,47471.882913,16992.0,2351110550045.1
1784,GBR,YR2002,241930.0,680705.9907,18633.81459925,47992.683913,17010.0,2393242112919.88
1785,GBR,YR2003,241930.0,689494.6329,18745.175509571,49224.35476,16833.0,2468547211780.95
1786,GBR,YR2004,241930.0,684154.1462,20136.782576286,50018.278,16530.0,2528446424688.21
1787,GBR,YR2005,241930.0,677964.168,21426.789011214,51361.639,,2597696587524.87
1788,GBR,YR2006,241930.0,674231.373,21918.784355994,53900.416,,2659684781326.53
1789,GBR,YR2007,241930.0,658848.8085,21265.297399239,57405.335,16263.0,2729377332063.38
1790,GBR,YR2008,241930.0,638236.3597,21076.885656054,60221.458,16273.0,2723216391181.8
1791,GBR,YR2009,241930.0,581933.7885,19171.477488606,60335.555,16239.0,2597541114752.89
1792,GBR,YR2010,241930.0,594574.7842,18576.419860376,63047.61,15888.0,2655691972447.51
1793,GBR,YR2011,241930.0,551090.6869,20973.823473378,66099.044,16209.59,2686102342147.87
1794,GBR,YR2012,241930.0,570949.2799,21466.803050594,69014.878,15846.5,2726741371606.03
1795,GBR,YR2013,241930.0,553319.1051,22401.431120115,70703.517,15861.0,2775613362979.68
1796,GBR,YR2014,241930.0,513738.0731,22143.367020006,73714.966,16532.1,2864315928147.17
1797,GBR,YR2015,241930.0,498506.3318,19342.444761281,76060.135,16245.1,2927911140916.73
1798,GBR,YR2016,241930.0,480170.1458,17053.216554029,78228.912,16257.0,2984158170626.73
1799,GBR,YR2017,241930.0,463736.3259,17166.930314851,79496.193,16294.0,3063389649063.74
1800,GBR,YR2018,241930.0,455529.9423,17205.693315326,80980.168,16295.0,3106393270517.14
1801,GBR,YR2019,241930.0,439332.0716,16884.335172455,82550.430261516,16295.0,3157388164033.92
1802,GBR,YR2020,241930.0,398323.6546,15212.12270599,24188.466688403,16351.0,2830285881776.11
1803,GBR,YR2021,241930.0,,,,16178.56,3075810468184.32
1804,GEO,YR2000,69490.0,14245.23612,3912.0,453.0,1562.0,6386953178.49844
1805,GEO,YR2001,69490.0,11788.71086,4481.0,401.0,1565.0,6693875229.03115
1806,GEO,YR2002,69490.0,11230.13616,5065.0,401.0,1565.0,7060287034.74399
1807,GEO,YR2003,69490.0,11755.44996,5538.5,396.0,1563.8,7841064634.59452
1808,GEO,YR2004,69490.0,11831.40436,4862.0,614.0,1336.0,8295414838.30996
1809,GEO,YR2005,69490.0,12381.25516,6127.1,713.0,1336.0,9090909787.94734
1810,GEO,YR2006,69490.0,12740.83045,7378.7,808.0,1513.0,9947252639.75196
1811,GEO,YR2007,69490.0,13507.824,6928.0,773.0,1513.0,11198512916.9601
1812,GEO,YR2008,69490.0,12613.03964,6529.4,674.0,1523.6,11469356976.6038
1813,GEO,YR2009,69490.0,13369.95408,5433.0,626.0,1566.0,11050666536.8199
1814,GEO,YR2010,69490.0,13087.03193,6227.5,654.0,1566.4,11739378352.69
1815,GEO,YR2011,69490.0,14276.08739,6054.8,641.0,1262.2,12603474269.3272
1816,GEO,YR2012,69490.0,15143.91575,5976.0,625.0,1577.6,13412211067.0423
1817,GEO,YR2013,69490.0,16151.1902,5539.6,585.0,1453.4,13897136763.0268
1818,GEO,YR2014,69490.0,16805.07456,4987.5,550.0,1453.4,14514384819.1726
1819,GEO,YR2015,69490.0,17142.29722,4261.25,464.6,1491.0,14953673796.1929
1820,GEO,YR2016,69490.0,17540.62774,3424.0,544.5,1415.0,15388293170.4432
1821,GEO,YR2017,69490.0,17482.17546,2963.0,596.7,1285.0,16133487151.7823
1822,GEO,YR2018,69490.0,17135.15848,2598.0,633.6,1285.0,16914819009.2106
1823,GEO,YR2019,69490.0,17843.006,2935.0,676.644,1378.0,17757574574.4802
1824,GEO,YR2020,69490.0,17669.44862,2925.0,246.938,1411.0,16557084432.4038
1825,GEO,YR2021,69490.0,,3322.0,273.268,1387.0,18289872262.5325
1826,GHA,YR2000,227540.0,16827.71163,165.0,83.0,953.0,20062001863.8447
1827,GHA,YR2001,227540.0,16155.83018,,,953.0,20864481964.0938
1828,GHA,YR2002,227540.0,17414.48934,,,953.0,21803383560.4663
1829,GHA,YR2003,227540.0,17917.31924,242.0,85.0,977.0,22937159534.6311
1830,GHA,YR2004,227540.0,16763.07205,,,,24221640466.4544
1831,GHA,YR2005,227540.0,19047.06675,,,,25650718178.8909
1832,GHA,YR2006,227540.0,20233.34212,181.0,85.0,953.0,27292341725.1975
1833,GHA,YR2007,227540.0,20477.27483,,,,28478690449.3467
1834,GHA,YR2008,227540.0,20292.62514,,,,31084433365.728
1835,GHA,YR2009,227540.0,21482.51174,,,,32590314715.2408
1836,GHA,YR2010,227540.0,23141.62425,,,,35164855698.2525
1837,GHA,YR2011,227540.0,25097.01492,,,,40104506435.0254
1838,GHA,YR2012,227540.0,26905.38139,,,,43831333760.4685
1839,GHA,YR2013,227540.0,29002.19025,,,,47036511006.8918
1840,GHA,YR2014,227540.0,28547.03992,,,,48379986725.6898
1841,GHA,YR2015,227540.0,30251.44399,,,,49406009811.9819
1842,GHA,YR2016,227540.0,30665.08959,,,,51072704631.2674
1843,GHA,YR2017,227540.0,32492.6113,,,,55224351103.6316
1844,GHA,YR2018,227540.0,34130.8132,,,,58648303771.0356
1845,GHA,YR2019,227540.0,36070.4143,,,,62465003300.9059
1846,GHA,YR2020,227533.0,39070.28751,,,,62786036982.4285
1847,GHA,YR2021,227533.0,,,,,65973349075.9188
1848,GIB,YR2000,10.0,,,,,
1849,GIB,YR2001,10.0,,,,,
1850,GIB,YR2002,10.0,,,,,
1851,GIB,YR2003,10.0,,,,,
1852,GIB,YR2004,10.0,,,,,
1853,GIB,YR2005,10.0,,,,,
1854,GIB,YR2006,10.0,,,,,
1855,GIB,YR2007,10.0,,,,,
1856,GIB,YR2008,10.0,,,,,
1857,GIB,YR2009,10.0,,,,,
1858,GIB,YR2010,10.0,,,,,
1859,GIB,YR2011,10.0,,,,,
1860,GIB,YR2012,10.0,,,,,
1861,GIB,YR2013,10.0,,,,,
1862,GIB,YR2014,10.0,,,,,
1863,GIB,YR2015,10.0,,,,,
1864,GIB,YR2016,10.0,,,,,
1865,GIB,YR2017,10.0,,,,,
1866,GIB,YR2018,10.0,,,,,
1867,GIB,YR2019,10.0,,,,,
1868,GIB,YR2020,10.0,,,,,
1869,GIB,YR2021,10.0,,,,,
1870,GIN,YR2000,245720.0,11372.67365,,,,5176459962.88747
1871,GIN,YR2001,245720.0,12294.21357,,,,5365832803.17428
1872,GIN,YR2002,245720.0,13441.6611,,,,5642957112.1086
1873,GIN,YR2003,245720.0,13581.84152,,,,5713415145.66859
1874,GIN,YR2004,245720.0,13617.70274,,,,5847115762.64951
1875,GIN,YR2005,245720.0,15052.44446,,,,6022369759.11612
1876,GIN,YR2006,245720.0,15350.8868,,,,6094011997.26006
1877,GIN,YR2007,245720.0,15758.00993,,,,6509469504.65603
1878,GIN,YR2008,245720.0,16334.34187,,,,6778506931.19149
1879,GIN,YR2009,245720.0,16844.42361,,,,6702408562.12234
1880,GIN,YR2010,245720.0,19133.89094,,,,7025019626.18885
1881,GIN,YR2011,245720.0,20419.66106,,,,7419271579.90709
1882,GIN,YR2012,245720.0,21658.74558,,,,7858142732.27166
1883,GIN,YR2013,245720.0,21727.8728,,,,8168200455.31446
1884,GIN,YR2014,245720.0,22242.30182,,,,8470142323.87256
1885,GIN,YR2015,245720.0,22730.85844,,,,8794202394.29076
1886,GIN,YR2016,245720.0,25596.38581,,,,9745790250.28475
1887,GIN,YR2017,245720.0,26121.37339,,,,10749607166.7503
1888,GIN,YR2018,245720.0,26413.05756,,,,11433120070.5789
1889,GIN,YR2019,245720.0,28653.67333,,,,12075308646.1614
1890,GIN,YR2020,245720.0,29745.6922,,,,12669445996.7359
1891,GIN,YR2021,245720.0,,,,,13163554390.6704
1892,GMB,YR2000,10120.0,2289.008775,,,,960226283.311822
1893,GMB,YR2001,10120.0,2071.33605,,,,1015919410.0795
1894,GMB,YR2002,10120.0,1846.437025,,,,982902027.731066
1895,GMB,YR2003,10120.0,1752.2238,,,,1050427393.31825
1896,GMB,YR2004,10120.0,1661.633275,,,,1124482524.55398
1897,GMB,YR2005,10120.0,1525.00095,,,,1098037738.85618
1898,GMB,YR2006,10120.0,1613.754477,,,,1091937250.0561
1899,GMB,YR2007,10120.0,1665.306504,,,,1125167625.04935
1900,GMB,YR2008,10120.0,1807.114731,,,,1195557048.77095
1901,GMB,YR2009,10120.0,2164.346958,,,,1275249585.58493
1902,GMB,YR2010,10120.0,2207.514985,,,,1350595613.51288
1903,GMB,YR2011,10120.0,1894.617041,,,,1240786190.47581
1904,GMB,YR2012,10120.0,1976.030296,,,,1305822857.84822
1905,GMB,YR2013,10120.0,2042.643152,,,,1343336129.36544
1906,GMB,YR2014,10120.0,2180.820707,,,,1324430251.83027
1907,GMB,YR2015,10120.0,2404.624162,,,,1378176608.93204
1908,GMB,YR2016,10120.0,2296.791097,,,,1404959537.12175
1909,GMB,YR2017,10120.0,2344.612332,,,,1472715273.80675
1910,GMB,YR2018,10120.0,2214.207067,,,,1579264608.77791
1911,GMB,YR2019,10120.0,2391.425602,,,,1677527292.27233
1912,GMB,YR2020,10120.0,2453.329037,,,,1687449652.95674
1913,GMB,YR2021,10120.0,,,,,1759427685.63431
1914,GNB,YR2000,28120.0,1536.101439,,,,693736418.989295
1915,GNB,YR2001,28120.0,1823.448202,,,,708921662.740658
1916,GNB,YR2002,28120.0,1872.641866,,,,701937525.849542
1917,GNB,YR2003,28120.0,1918.750729,,,,705928112.11378
1918,GNB,YR2004,28120.0,1838.241193,,,,725421625.05305
1919,GNB,YR2005,28120.0,1776.705057,,,,756368829.247975
1920,GNB,YR2006,28120.0,1952.395496,,,,773836093.297929
1921,GNB,YR2007,28120.0,1978.203635,,,,799086020.325332
1922,GNB,YR2008,28120.0,1892.247674,,,,824685278.826746
1923,GNB,YR2009,28120.0,2019.255614,,,,852468719.35052
1924,GNB,YR2010,28120.0,2109.857653,,,,891775803.932255
1925,GNB,YR2011,28120.0,2109.817741,,,,963873913.401171
1926,GNB,YR2012,28120.0,2285.940729,,,,947365808.631074
1927,GNB,YR2013,28120.0,2247.081317,,,,978211132.401121
1928,GNB,YR2014,28120.0,2244.292204,,,,987646573.045992
1929,GNB,YR2015,28120.0,2375.320292,,,,1048229633.00189
1930,GNB,YR2016,28120.0,2362.479252,,,,1113878217.55467
1931,GNB,YR2017,28120.0,2381.442511,,,,1179810636.64872
1932,GNB,YR2018,28120.0,2488.83697,,,,1194956298.81839
1933,GNB,YR2019,28120.0,2514.69303,,,,1248729332.16381
1934,GNB,YR2020,28120.0,2546.519289,,,,1218759828.20165
1935,GNB,YR2021,28120.0,,,,,1265072731.28967
1936,GNQ,YR2000,28050.0,6704.651693,,,,2699948863.63471
1937,GNQ,YR2001,28050.0,8968.012856,,,,4411173089.94672
1938,GNQ,YR2002,28050.0,8248.394619,,,,5269712387.48044
1939,GNQ,YR2003,28050.0,9382.848682,,,,6005113942.10675
1940,GNQ,YR2004,28050.0,13195.90025,,,,8286980786.33799
1941,GNQ,YR2005,28050.0,13658.06411,,,,9674942387.46496
1942,GNQ,YR2006,28050.0,13534.65603,,,,10420388726.904
1943,GNQ,YR2007,28050.0,14205.20024,,,,12012844403.0027
1944,GNQ,YR2008,28050.0,13328.71466,,,,14151023688.3164
1945,GNQ,YR2009,28050.0,12692.62428,,,,14341122354.8584
1946,GNQ,YR2010,28050.0,12842.35769,,,,13061295371.5232
1947,GNQ,YR2011,28050.0,12206.72611,,,,13913404306.6369
1948,GNQ,YR2012,28050.0,11882.63143,,,,15070007775.8487
1949,GNQ,YR2013,28050.0,11739.98675,,,,14447134440.3091
1950,GNQ,YR2014,28050.0,13756.70787,,,,14507099626.9173
1951,GNQ,YR2015,28050.0,12673.56899,,,,13185496881.4055
1952,GNQ,YR2016,28050.0,12361.18175,,,,12023008462.2024
1953,GNQ,YR2017,28050.0,11334.9762,,,,11341603435.0662
1954,GNQ,YR2018,28050.0,10907.31395,,,,10634279338.8947
1955,GNQ,YR2019,28050.0,10292.5386,,,,10051326715.2284
1956,GNQ,YR2020,28050.0,9542.961347,,,,9569759527.42913
1957,GNQ,YR2021,28050.0,,,,,9594971477.6727
1958,GRC,YR2000,128900.0,117890.194,426.0,1628.0,2385.0,201449666605.466
1959,GRC,YR2001,128900.0,118463.0903,379.0,1797.0,2377.0,209772785177.239
1960,GRC,YR2002,128900.0,118734.5681,327.0,1836.0,2383.0,218001902488.381
1961,GRC,YR2003,128900.0,121951.7383,456.0,1574.0,2414.0,230634091749.12
1962,GRC,YR2004,128900.0,122009.9986,592.0,1669.0,2449.0,242306465817.462
1963,GRC,YR2005,128900.0,124039.5174,613.0,1854.0,2576.0,243758225711.407
1964,GRC,YR2006,128900.0,122487.8583,662.0,1811.0,2509.0,257536497407.645
1965,GRC,YR2007,128900.0,126334.8302,835.0,1930.0,2551.0,265967590445.396
1966,GRC,YR2008,128900.0,121979.9986,786.0,1657.0,2552.0,265076140108.782
1967,GRC,YR2009,128900.0,115418.6914,537.0,1414.0,2552.0,253675921785.919
1968,GRC,YR2010,128900.0,108551.8706,601.0,1337.0,2552.0,239780041723.274
1969,GRC,YR2011,128900.0,105446.8603,352.0,958.0,2554.0,215444010389.589
1970,GRC,YR2012,128900.0,101005.5609,283.0,832.0,2208.0,200176146628.861
1971,GRC,YR2013,128900.0,93348.14063,238.0,755.0,2265.0,195139720340.78
1972,GRC,YR2014,128900.0,90264.07466,343.0,1072.0,2238.0,196067992081.695
1973,GRC,YR2015,128900.0,88528.37065,294.0,1263.0,2240.0,195683527003.375
1974,GRC,YR2016,128900.0,87235.49873,254.0,1192.0,2240.0,194730209118.466
1975,GRC,YR2017,128900.0,86847.33102,358.0,1109.0,2240.0,196856953384.064
1976,GRC,YR2018,128900.0,84139.55801,408.0,1104.0,2293.0,200141371166.33
1977,GRC,YR2019,128900.0,78649.7728,491.0,1252.0,2280.0,203903008195.061
1978,GRC,YR2020,128900.0,69283.30669,555.0,640.0,2345.0,184906515414.099
1979,GRC,YR2021,128900.0,,579.0,653.0,2339.0,200401577457.978
1980,GRD,YR2000,340.0,2058.992176,,,,717463922.03278
1981,GRD,YR2001,340.0,2078.877429,,,,702943169.422603
1982,GRD,YR2002,340.0,2093.514582,,,,727105600.384471
1983,GRD,YR2003,340.0,2117.507535,,,,795918681.218461
1984,GRD,YR2004,340.0,2122.141488,,,,790765503.201134
1985,GRD,YR2005,340.0,2144.34314,,,,895749020.659748
1986,GRD,YR2006,340.0,2162.801271,,,,859960907.039514
1987,GRD,YR2007,340.0,2188.053502,,,,912620191.349021
1988,GRD,YR2008,340.0,2209.350132,,,,921267656.665568
1989,GRD,YR2009,340.0,2220.637163,,,,860341634.562189
1990,GRD,YR2010,340.0,2241.516194,,,,855944031.100456
1991,GRD,YR2011,340.0,2238.779194,,,,862490064.656016
1992,GRD,YR2012,340.0,2267.694495,,,,852529700.227814
1993,GRD,YR2013,340.0,2316.624995,,,,872573509.102323
1994,GRD,YR2014,340.0,2263.595295,,,,936638937.786048
1995,GRD,YR2015,340.0,2293.205796,,,,997007407.407407
1996,GRD,YR2016,340.0,2308.384661,,,,1034291535.85512
1997,GRD,YR2017,340.0,2328.911027,,,,1080200382.60863
1998,GRD,YR2018,340.0,2372.204092,,,,1127312678.42806
1999,GRD,YR2019,340.0,2408.607157,,,,1134939081.03144
2000,GRD,YR2020,340.0,2397.288523,,,,978809798.804488
2001,GRD,YR2021,340.0,,,,,1024691294.44286
2002,GRL,YR2000,410450.0,,,,,1776741578.35367
2003,GRL,YR2001,410450.0,,,,,1799289052.24665
2004,GRL,YR2002,410450.0,,,,,1781814765.21794
2005,GRL,YR2003,410450.0,,,,,1860749973.98387
2006,GRL,YR2004,410450.0,,,,,1989264212.32217
2007,GRL,YR2005,410450.0,,,,,2088478601.21324
2008,GRL,YR2006,410450.0,,,,,2204508100.36514
2009,GRL,YR2007,410450.0,,,,,2256367786.21633
2010,GRL,YR2008,410450.0,,,,,2395498418.1565
2011,GRL,YR2009,410450.0,,,,,2416242292.49697
2012,GRL,YR2010,410450.0,,,,,2458184031.69379
2013,GRL,YR2011,410450.0,,,,,2445978671.28639
2014,GRL,YR2012,410450.0,,,,,2480080343.49763
2015,GRL,YR2013,410450.0,,,,,2447881939.21831
2016,GRL,YR2014,410450.0,,,,,2563963821.89127
2017,GRL,YR2015,410450.0,,,,,2499113022.81675
2018,GRL,YR2016,410450.0,,,,,2616120347.69515
2019,GRL,YR2017,410450.0,,,,,2617499780.41644
2020,GRL,YR2018,410450.0,,,,,2633808516.64035
2021,GRL,YR2019,410450.0,,,,,2708402650.63237
2022,GRL,YR2020,410450.0,,,,,2713483852.17536
2023,GRL,YR2021,410450.0,,,,,2748493505.41834
2024,GTM,YR2000,107160.0,18676.57226,2207.0,,903.0,37033784129.5252
2025,GTM,YR2001,107160.0,19365.96504,,,,37897624870.0919
2026,GTM,YR2002,107160.0,20544.86141,,,,39352623487.4664
2027,GTM,YR2003,107160.0,20791.59448,,,,40360199271.019
2028,GTM,YR2004,107160.0,21237.73555,,,885.0,41626668759.0246
2029,GTM,YR2005,107160.0,22582.88152,,,,42990369635.9208
2030,GTM,YR2006,107160.0,22605.31674,,,,45290955325.2902
2031,GTM,YR2007,107160.0,24086.53635,,,,48161368665.894
2032,GTM,YR2008,107160.0,22882.91786,,,,49747574901.7709
